id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
194,20161020025-00,여의도 지하벙커 개선 통신공사,서울특별시,서울,60651000,60070300,+3% ~ -3%,0,87.745,1026,,-0.95745
195,20161018064-00,2016년 하반 방범용 CCTV 자가정보통신망 수용공사,서울특별시,서울,288692000,288074975,+3% ~ -3%,0,87.745,952,기,-0.21374
196,20161014984-00,은평뉴타운 U-City 통신장비 기능개선 공사,서울특별시,서울,105336000,105188050,+3% ~ -3%,0,87.745,359,,-0.14046
197,2016-15147,외곽담장 개선 관련 통신공사,국립서울현충원,서울,28465000,27981920,0.0% ~ -3.0%,0,87.745,652,,-1.69711
198,20161016459-00,역무자동화설비 비상게이트 등 보수 타공사,한국철도공사,서울/인천/경기/충남,18216000,17832350,+0% ~ -4%,0,87.745,1518,기,-2.10612
199,20161020403-00,서울시의회 본관 및 의원회관 노후 CCTV 성능개선 구매설치(긴급) (긴급공고),서울특별시,서울,69586000,68915775,+3% ~ -3%,0,87.745,282,기,-0.96317
200,20161019841-00,서울수서경찰서 교통조사 환경개선공사(통신) (긴급공고),경찰청,서울,6205000,6218700,+2% ~ -2%,0,87.745,389,기,0.22078
201,20161016443-00,경부선 용산역 역무자동화설비 신설 타공사,한국철도공사,서울,187125000,184076775,0% ~ -4%,0,87.745,911,기,-1.62898
202,20161016987-00,탄천 바이패스 수로 CCTV 설치,(주)탄천환경,서울,17809000,17939550,+3% ~ -3%,0,87.745,734,기,0.73305
203,20161010049-00,(가칭)내곡중학교 교사 신축 통신공사,서울지방조달청/서울특별시교육청,전국/서울,565037000,568906150,+3% ~ -3%,0,86.745,1010,기/의무,0.68476
204,20161015458-00,신월문화체육센터 리모델링 정보통신공사,서울특별시,서울,38604000,39037450,+3% ~ -3%,0,87.745,967,,1.12281
205,20161012907-00,대조동주민센터 환경개선 통신공사,서울특별시,서울,31394000,31311700,+3% ~ -3%,0,87.745,927,기,-0.26216
206,E011619733,154kV 강남S/S 광케이블 시설공사(전자제어부),한국전력공사,서울,90628633,88355621,0% ~ -8%,0,87.745,657,,-2.50806
207,20161013519-00,경찰병원 수련의숙소 등 통신시설개선공사,서울지방조달청/경찰청,서울,45091000,45085425,+2% ~ -2%,0,87.745,69,기/협정/여성,-0.01237
208,20161010676-00,어린이대공원역 등 4개역 출입구 캐노피 설치 통신공사,서울특별시,서울/경기,41519040,41471850,+3% ~ -3%,0,87.745,1847,기,-0.11366
209,20161012288-00,2016년 불법주정차 CCTV 설치공사,서울특별시,서울,38799980,38283600,+3% ~ -3%,0,87.745,529,,-1.33088
210,20161009463-04,서울법원종합청사 CCTV통합 보안공사 (긴급공고) (공고),대법원,서울,60665000,60636400,+2% ~ -2%,0,87.745,1000,정,-0.04715
211,20161007467-00,(재)서울테크노파크 산업단지형 공동직장어린이집 증축공사(통신분야),서울지방조달청/재단법인,서울,36318000,36656450,+3% ~ -3%,0,87.745,85,기/협정/여성,0.93190
212,20161010051-00,관제시스템 반시설보강 및 시스템실 냉순환개선사업 계약,서울특별시,서울,32740000,32834925,+3% ~ -3%,0,87.745,51,기,0.28993
213,E011619732,154kV 신성남-염곡T/L 광케이블 이설공사(전자제어부),한국전력공사,서울/경기,40023240,38041031,0% ~ -8%,0,87.745,1525,,-4.95265
214,20161012708-00,교통종합안전체험장 증축 공사(통신),서울특별시,서울,63389000,62623175,+3% ~ -3%,0,87.745,965,기,-1.20814
215,20161009555-00,어린이보호 등 다목적 CCTV 설치공사 (긴급공고),서울특별시,서울,276117000,281020200,+3% ~ -3%,0,87.745,558,기,1.77576
216,20161007052-00,(긴급)서울대학교 의과대학 융합의생명교육연구관 통신 보완 시설 공사 (긴급공고),서울대학교,서울,78310000,77693950,+2% ~ -2%,0,87.745,958,,-0.78669
217,20161005941-00,창덕궁 방송시설 설치 공사,서울지방조달청/문화재청,서울,107184000,106845100,+2% ~ -2%,0,87.745,923,기/협정,-0.31619
218,2016-14648,00부대 이전 통신공사,제1363부대,서울,31930000,31288806,0.0% ~ -3.0%,0,87.745,645,,-2.00813
219,20161007010-00,용산역 맞이방 리뉴얼에 따른 역무지원설비 이설타공사,한국철도공사,서울,77077000,75602175,0% ~ -4%,0,87.745,941,기,-1.91345
220,20161004389-00,성북천 산책로 방송음향설비 설치공사,서울특별시,서울,60180000,59590150,+3% ~ -3%,0,87.745,960,기,-0.98015
221,20161003729-00,영일고 급식실 및 학생식당 증축 통신공사,서울특별시교육청,서울,8963000,8958650,+2% ~ -2%,0,87.745,479,,-0.04854
222,20161005386-00,서울대공원 식물표본 전시실 리모델링 방송통신 공사,서울특별시,서울,37330000,37133600,+3% ~ -3%,0,87.745,936,기,-0.52612
223,20161004987-00,방학중 급식실 및 식당 증축 통신공사,서울특별시교육청,서울,28431000,28683025,+3% ~ -3%,0,87.745,882,,0.88644
224,20161001965-00,2016년 전자설비 이설공사,서울교통공사,서울,48335100,48786975,+3% ~ -3%,0,87.745,950,기,0.93487
225,2016-14489,00지역 노후위병소 통신공사,제7135부대,서울,61228900,60433052,0.0% ~ -3.0%,0,87.745,716,,-1.29980
226,20161003704-00,2016년 상가개선에 따른 정보통신공사,서울교통공사,서울,29100000,29237125,+3% ~ -3%,0,87.745,871,,0.47121
227,20161001604-00,구로경찰서 천왕파출소 신축 통신공사 (긴급공고),경찰청,서울,24662000,24579500,+2% ~ -2%,0,87.745,847,기,-0.33453
228,20160925988-00,돈암삼성외 2개단지 인터폰설비 교체공사,서울주택도시공사,서울,153472000,151827975,+3% ~ -3%,0,87.745,898,,-1.07123
229,20160922742-00,공덕지구대 신축관련 통신공사,경찰청,서울,27500000,27751125,+2% ~ -2%,0,87.745,855,,0.91318
230,2016-14129,16-노-00학사 통신공사,해군재경근무지원대대,서울,55272000,55267247,3.0% ~ -3.0%,0,87.745,708,,-0.00860
231,20161002275-00,영천시장 CCTV 설치공사,서울특별시,서울,29964000,29697525,+3% ~ -3%,0,87.745,881,기,-0.88932
232,20161000027-00,내곡동종합시설 개보수공사(통신),서울특별시,서울,47443000,47163975,+3% ~ -3%,0,87.745,979,,-0.58813
233,20160917900-00,음압격리병실 및 응급실 구조개선 공사(통신),서울지방조달청/서울특별시,서울,90222000,89725850,+3% ~ -3%,0,87.745,910,기/협정,-0.54993
234,20160921506-00,동대문역사문화공원 CCTV 설치 공사,재단법인서울디자인재단,서울,48000000,47959575,+3% ~ -3%,0,87.745,919,기,-0.08422
235,20160925402-00,상계초 외1교(창일초) 병설유치원 신설 및 급식실 증축 통신공사,서울특별시교육청,서울,32730000,32510050,+3% ~ -3%,0,87.745,886,,-0.67202
236,20160922851-00,말죽거리보도육교 보행환경개선사업 통신공사,서울특별시,서울,16190000,16202350,+3% ~ -3%,0,87.745,771,,0.07628
237,20160919838-02,2016년 범죄제로화 방범 CCTV 설치공사(2차) (정정공고),서울특별시,서울,243628000,241821550,+3% ~ -3%,0,87.745,125,기/정,-0.74148
238,20160919475-00,전통사찰 방재시스템 유지보수 용역,서울특별시,서울/인천/경기,19317000,19181050,+3% ~ -3%,0,90,19,기,-0.70379
239,20160922787-00,서울대학교 미술대51동 리모델링 통신공사 (긴급공고),서울대학교,서울,122771000,123105900,+2% ~ -2%,0,87.745,941,기,0.27278
240,2016-13708,보안시스템 이설,국방부근무지원단,서울,47980000,48168714,3.0% ~ -3.0%,0,87.745,424,,0.39331
241,20160923516-00,장안평 자동차산업 종합정보센터 통신공사,서울특별시,서울,56870000,57183550,+3% ~ -3%,0,87.745,966,,0.55134
242,20160921258-03,등촌중학교 방송시설 보수 통신공사 (긴급공고) (공고),서울특별시강서교육청,서울,87351000,88732300,+3% ~ -3%,0,87.745,772,정,1.58132
243,20160920520-00,제3처리장 계면측정기 자동제어설비 구축 공사,서울특별시,서울,78889000,77597425,+3% ~ -3%,0,87.745,877,,-1.63721
244,20160919922-00,2016년 5호선 광화문 등 4역 전자설비 이설공사,서울특별시,서울,26753130,26469800,+3% ~ -3%,0,87.745,764,기,-1.05906
245,20160920810-00,방사성의약품 GMP 구축 시설개선공사 (통신),한국원자력의학원,서울,15565000,15555025,+2% ~ -2%,0,87.745,67,기/여성,-0.06409
246,20160916115-00,2016년 교대근무 여직원 침실 설치 및 타공사(2차)관련 정보통신공사,서울교통공사,서울,90986000,90541150,+3% ~ -3%,0,87.745,939,기,-0.48893
247,20160916247-00,개방시설 대민 안전관리 CCTV 설치공사,주식회사,서울,93456000,93902325,+3% ~ -3%,0,87.745,935,기,0.47757
248,20160915828-00,중계 외 3역 승강편의시설 설치 통신공사(27공구),서울특별시,서울,272304000,273356525,+3% ~ -3%,0,87.745,943,기,0.38652
249,20160908536-00,김포공항 국제선 여객터미널 대형상업시설 개선 정보통신공사,한국공항공사,전국/서울,2121240000,2115327075,+2% ~ -2%,0,86.745,745,기/의무,-0.27875
250,20160913526-01,남산원아동복지동 증축공사(통신) (긴급공고) (공고),사회복지법인,서울,121616000,121416000,+3% ~ -3%,0,87.745,273,정,-0.16446
251,20160919771-00,서초3동 국공립어린이집 신축공사(통신),서울특별시,서울,28930000,28872275,+3% ~ -3%,0,87.745,859,기,-0.19954
252,20160915194-00,천왕역사내 마을활력소 조성 리모델링 통신공사,서울특별시,서울,130747100,129915950,+3% ~ -3%,0,87.745,980,기,-0.63570
253,2016-01-000185-00,공항철도 마곡역 통신설비 신설 기타공사,국가철도공단,전국/서울,1605627000,1612294325,+2.5% ~ -2.5%,0,86.335,534,의무,0.41524
254,20160914954-01,서울 문묘와 성균관 통신선로 개선공사 (공고),서울특별시,서울,71280000,71013825,+3% ~ -3%,0,87.745,1073,정,-0.37343
255,20160917825-00,(긴급)서울교육연수원 연수지원센터 시설개선 통신공사 (긴급공고),서울특별시교육청,서울,38530000,38027900,+3% ~ -3%,0,87.745,942,기,-1.30315
256,20160911713-01,경부선 금천구청역 승강장 안전문 설치에 따른 통신설비 신설 기타공사 (정정공고),한국철도공사,서울,315432000,310135175,+0% ~ -4%,0,87.745,905,기/정,-1.67923
257,20160916178-00,신길5동 제2어린이집 신축 통신공사,서울특별시,서울,18579000,18673150,+3% ~ -3%,0,87.745,730,기,0.50675
258,20160916157-00,신길1동 제2어린이집 신축 통신공사,서울특별시,서울,19272000,19133225,+3% ~ -3%,0,87.745,739,기,-0.72009
259,20160915342-00,서울특별시보라매병원 응급의료센터 확충공사(네트워크),서울시,서울,36619000,36484650,+3% ~ -3%,0,87.745,908,기,-0.36689
260,20160915328-00,서울특별시보라매병원 응급의료센터 확충공사(통신),서울시,서울,52437000,52226900,+3% ~ -3%,0,87.745,985,,-0.40068
261,20160915098-00,경부선 서울역 서부화장실 개량에 따른 통신설비 개량공사,한국철도공사,서울,15141000,14779725,+0% ~ -4%,0,87.745,726,기,-2.38608
262,E011619088,2016년 하반기 노후 광단국장치 교체공사(성동전력지사),한국전력공사,서울,34481720,33517712,0% ~ -8%,0,87.745,563,,-2.79571
263,20160911755-00,무단투 계도 단속장비 설치 공사,서울특별시,서울,59158000,59167950,+3% ~ -3%,0,87.745,161,기,0.01681
264,20160911535-00,서울적십자병원 호스피스 완화병동 구축공사 소액수의 견적입찰 공고(통신),대한적십자사,서울,56591000,56295500,+2% ~ -2%,0,87.745,998,기,-0.52217
265,20160910919-00,가양동 1457-1 도시형생활주택(모듈러주택연계) 정보통신공사 (긴급공고),서울주택도시공사,서울,228416000,226519625,+3% ~ -3%,0,87.745,934,기,-0.83023
266,20160911703-00,경부선 구로역 등 3개역 승강장 안전문 행선안내표시 개량공사,한국철도공사,서울,78969000,77880075,+0% ~ -4%,0,87.745,983,기,-1.37893
267,20160911324-00,경원선 회외 5개역 무선방송설비 보수공사,한국철도공사,서울/경기,149810000,147973025,+0% ~ -4%,0,87.745,1810,기,-1.22621
268,20160911029-00,경인식약청 과천청사 사무환경 구축공사 소액수의 견적입찰,식품의약품안전처,서울/경기,50050000,50030175,+2% ~ -2%,0,88,1939,,-0.03962
269,20160910273-00,대한민국역사박물관 사무공간 조성공사(통신),문화체육관광부,서울,11700000,11783950,+2% ~ -2%,0,87.745,666,기,0.71752
270,20160907075-00,서소문밖 역사유적지 관광자원화사업 통신공사,서울특별시,전국/서울,773487000,768233150,+3% ~ -3%,0,86.745,1022,의무,-0.67925
271,20160904765-00,구청사 지진가속도계측기 설치 공사,서울특별시,서울,131956000,131619550,+3% ~ -3%,0,87.745,127,,-0.25498
272,20160907958-00,대각사 전통사찰 방재시스템 구축사업,대각사,서울/경기,135520000,135220875,+2% ~ -2%,0,88,66,기,-0.22073
273,20160903980-00,서초경찰서 내곡파출소 신축공사(통신) (긴급공고),경찰청,서울,38830000,38569125,+2% ~ -2%,0,87.745,67,기/여성,-0.67184
274,20160907251-00,경부선 용산역 리뉴얼에 따른 통신설비 신설 타공사,한국철도공사,서울,69954000,68821700,0% ~ -4%,0,87.745,934,기,-1.61864
275,20160903408-00,신금호역 승강장안전문(PSD) 종합제어반 이설공사,서울특별시,서울,26187050,26036250,+3% ~ -3%,0,87.745,706,기,-0.57586
276,20160906163-00,분산제어시스템(DCS)설비 교체 공사,인천환경공단승기사업소,서울/인천/경기,39666000,39888175,+3% ~ -3%,0,87.745,61,기,0.56011
277,20160902710-00,[긴급] 홍릉시연장 조성 통신공사 (긴급공고),한국콘텐츠진흥원,서울,290289894,292075225,+2% ~ -2%,0,87.745,909,기,0.61501
278,20160900625-00,남산원아동복지동 증축공사(통신),사회복지법인,서울,121616000,122611175,+3% ~ -3%,0,87.745,365,,0.81829
279,2016-12657,00부대 다목적체육관 통신공사(16-2045),국군재정관리단,서울,26899340,26419894,0.0% ~ -3.0%,0,87.745,570,,-1.78238
280,20160900534-00,"제1,2처리장 CCTV 및 경보장치 설치공사",주식회사,서울,89100000,88778850,+3% ~ -3%,0,87.745,910,,-0.36044
281,20160901632-00,구로경찰서 신구로지구대 신축 통신공사 (긴급공고),경찰청,서울,51546000,51203650,+2% ~ -2%,0,87.745,190,기/여성,-0.66417
282,E011618645,154kV 상일전력구 종합감시제어시스템 설치공사,한국전력공사,서울,69064230,66759738,0% ~ -8%,0,87.745,281,협정,-3.33674
283,E011618643,변압기 공동이용 자고객 원격검침 통신망 시설공사,한국전력공사,서울,28469040,27696075,0% ~ -8%,0,87.745,578,,-2.71511
284,E011618639,남부지사 2차 배전계통 자가 광통신망 구축공사,한국전력공사,서울,300444822,291389977,0% ~ -8%,0,87.745,659,,-3.01382
285,20160827683-00,100주년 기념 시민문화교육관 건립 정보통신공사(장기계속)-시립대,서울특별시/서울특별시,전국/서울,905575000,910696075,+3% ~ -3%,0,86.745,985,기/의무,0.56550
286,20160901911-00,행정관(60동) 리모델링 통신공사 (긴급공고),서울대학교,서울,278982000,279376125,+2% ~ -2%,0,87.745,903,,0.14127
287,20160901791-00,지하철 회현역 승강편의시설 정보통신공사,서울교통공사,서울,25083230,25002300,+3% ~ -3%,0,87.745,833,기,-0.32265
288,20160827495-00,체조경기장 시설개선 통신공사,서울올림픽기념국민체육진흥공단,서울,56379400,56016825,+2% ~ -2%,0,87.745,994,,-0.64310
289,20160826737-00,식당동 조리실 증축 및 리모델링공사(통신) (긴급공고),서울특별시교육청,서울,34430000,34631975,+2% ~ -2%,0,87.745,894,기,0.58662
290,1602090-00,서울서부권 건설 및 매입임대주택(정보통신) 유지보수공사,한국토지주택공사,서울,504952000,499791000,+2% ~ -2%,0,86.745,696,,-1.02208
291,1602089-00,서울동부권 건설 및 매입임대주택(정보통신) 유지보수공사,한국토지주택공사,서울,501933000,503938000,+2% ~ -2%,0,86.745,699,,0.39945
292,20160825505-00,2016년 마포구 어린이보호구역내 CCTV 설치공사,서울특별시,서울,63613000,63693050,+3% ~ -3%,0,87.745,1044,,0.12583
293,20160900970-00,국공립 황학어린이집 증개축 통신공사,서울특별시,서울,40150000,40663775,+3% ~ -3%,0,87.745,873,,1.27963
294,20160825203-00,2016년 구로디지털단지역외 1역 출입구 캐노피 시설개량 정보통신공사,서울교통공사,서울,20564000,20314925,+3% ~ -3%,0,87.745,798,기,-1.21122
295,E011618485,16년도 영서PO 지중송전 접속부 CCTV 설치공사,한국전력공사,서울,37587888,36175324,0% ~ -8%,0,87.745,206,협정,-3.75803
296,20160821388-00,2016년 전차선 감시카메라 서치 정보통신공사,서울교통공사,서울,206474200,205426925,+3% ~ -3%,0,87.745,948,기,-0.50722
297,20160823692-00,한강중학교 CCTV 설치공사 소액수의 견적 공고,서울특별시중부교육청,서울,42570000,42243225,+3% ~ -3%,0,87.745,377,기,-0.76762
298,20160823450-00,서울대학교 천문관측소 신축 통신공사 (긴급공고),서울대학교,서울,91117000,91199750,+2% ~ -2%,0,87.745,902,기,0.09081
299,20160816523-00,고양꽃전시관 음향시스템 노후설비 개선 사업 (긴급공고),(재)고양국제꽃박람회,서울/경기,45000000,45246725,+3% ~ -3%,0,87.745,73,현필,0.54827
300,20160820760-00,대조동 노인복지관 신축 통신공사,서울특별시,서울,105820000,105995950,+3% ~ -3%,0,87.745,984,기,0.16627
301,20160822547-00,서울대학교 동물복제연구동 신축통신공사 (긴급공고),서울대학교,서울,190185000,189195600,+2% ~ -2%,0,87.745,897,기,-0.52024
302,20160821246-00,초안산가족캠핑장 조성 통신공사,서울특별시,서울,34700000,34216050,+3% ~ -3%,0,87.745,964,,-1.39467
303,KRA2016080680,강동 문화공감센터 환경개선 정보통신 공사,한국마사회,서울,95925000,95444524,+3% ~ -3%,0,87.745,748,,-0.50089
304,E011618281,변압기공동이용 자고객 원격검침망 구축공사,한국전력공사,서울,138789409,134424376,0% ~ -8%,0,87.745,629,,-3.14508
305,20160821524-00,서울대학교 실험동물자원관리동(69동) 재건축 통신공사 (긴급공고),서울대학교,서울,257390000,255892675,+2% ~ -2%,0,87.745,910,기,-0.58174
306,20160820622-00,서울명신초 특별교실 및 강당 통신공사 소액수의 견적제출 안내공고,서울특별시교육청,서울,83671000,82993525,+3% ~ -3%,0,87.745,1031,기,-0.80969
307,E011618220,2016년 디지털 계통보호전송장치 교체공사,한국전력공사,서울,92072671,89298308,0% ~ -8%,0,87.745,556,,-3.01324
308,20160819408-00,점검업무용 CCTV 설치,(주)탄천환경,서울,54164000,54359975,+3% ~ -3%,0,87.745,900,기,0.36181
309,20160817833-00,김포공항 국제선청사 영상감시장치(CCTV) 개량 정보통신공사,한국공항공사,서울,358815000,359932750,+2% ~ -2%,0,86.745,879,기,0.31151
310,20160819948-01,금천파출소 신축 통신공사 (긴급공고) (정정공고),경찰청,서울,31770000,32070750,+2% ~ -2%,0,87.745,63,기/정/여성,0.94664
311,20160814685-00,장위동 김진흥 가옥 방범방재시설 설치공사(통신),서울특별시,서울,88970000,87960025,+3% ~ -3%,0,87.745,934,기,-1.13519
312,20160817910-00,무악현대외 2개단지 전관 방송설비 교체공사,서울주택도시공사,서울,60874000,60425100,+3% ~ -3%,0,87.745,939,기,-0.73743
313,E01-16-06304,양주-중부 전력구 운영시스템 증설공사,한국전력공사,서울,312554000,299212343,0% ~ -8%,0,87.745,275,기/연기/협정,-4.26860
314,20160814883-00,방호울타리 진동감지설비 교체공사,서울특별시,서울,88154000,89110525,+3% ~ -3%,0,87.745,868,기,1.08506
315,20160814556-00,국립환경과학원 수도권대기오염집중측정소 리모델링 통신공사,서울지방조달청/환경부,서울,18558000,18413225,+2% ~ -2%,0,87.745,73,기/협정/여성,-0.78013
316,20160809649-03,구로구/벤처기업 공동직장어린이집 신축 통신공사 (정정공고),서울특별시,서울,58938000,59530975,+3% ~ -3%,0,87.745,948,기/정,1.00609
317,20160809195-00,전수교육관 보안장비(CCTV)개선공사 시공업체 선정,한국문화재재단,서울/경기,67064800,66735250,+2% ~ -2%,0,87.745,1061,,-0.49140
318,20160807903-00,16년(하) 팁스타운 공간조성공사(통신),서울지방조달청/사단법인,서울,244296000,245940175,+2% ~ -2%,0,87.745,864,기/협정,0.67302
319,20160811179-00,서울정곡초등학교 특별교실 증축 통신공사,서울특별시교육청,서울,64120000,64426875,+3% ~ -3%,0,87.745,996,기,0.47859
320,20160806464-00,국립전통예술고등학교 통신망 대개체 공사,서울지방조달청/문화체육관광부,서울,105345000,105042425,+2% ~ -2%,0,87.745,917,기/협정,-0.28723
321,2016-01-000162-00,광역철도 열차행선안내장치 개량에 따른 케이블 설치공사,국가철도공단,전국/서울/인천/경기,1937973000,1943584739,+2.5% ~ -2.5%,0,86.335,1084,의무,0.28956
322,20160809424-00,문성중학교 방송시스템 및 교내배선교체 통신공사,서울특별시교육청,서울,87446000,88418000,+3% ~ -3%,0,87.745,947,,1.11154
323,20160804241-00,은평뉴타운 구파발역 복합환승시설 정보통신공사 (긴급공고),서울주택도시공사,서울,76342000,76608675,+3% ~ -3%,0,87.745,927,기,0.34931
324,20160804083-00,장안중 정보관 리모델링 통신공사,서울특별시교육청,서울,18968000,18916975,+3% ~ -3%,0,87.745,722,기,-0.26901
325,20160800966-00,경원선 가능역 등 3역 승강장 안전문 설치 영상설비 개량 타공사,한국철도공사,서울/경기,579557260,568861575,+0% ~ -4%,0,86.745,1708,기,-1.84550
326,20160727470-00,서울청사 노후시설 보수 및 환경개선공사(통신),서울지방조달청,서울,10776000,10815150,+2% ~ -2%,0,87.745,124,기/협정,0.36330
327,20160801345-00,구립 능동 꿈맞이 어린이집 신축 통신공사,서울특별시,서울,31581000,32020600,+3% ~ -3%,0,87.745,937,,1.39197
328,20160803070-00,서울항공비즈니스고등학교 특별교실 증축 통신공사 (긴급공고),서울특별시교육청,서울,31350000,30712625,+3% ~ -3%,0,87.745,931,,-2.03310
329,20160802713-00,서울고등학교 특별교실 증축 통신공사 (긴급공고),서울특별시강남서초교육지원청,서울,30750000,31047100,+3% ~ -3%,0,87.745,920,,0.96617
330,20160802425-00,서울도성초등학교 교실증축 통신공사 (긴급공고),서울특별시강남서초교육지원청,서울,81191000,81511775,+3% ~ -3%,0,87.745,991,,0.39508
331,20160802149-00,2016년 위탁역사 직원침실 조성 정보통신공사,서울교통공사,서울,12988300,13036000,+3% ~ -3%,0,87.745,700,기,0.36725
332,20160801997-00,장항선 온양온천역 등 4역 역무자동화설비 이설 타공사,한국철도공사,서울/인천/경기/충남,15862000,15543225,0% ~ -4%,0,87.745,1405,기,-2.00968
333,20160801112-00,"서울연희초 외 2교(연희중,덕산중) 화장실 개선 및 타 통신 공사",서울특별시교육청,서울,44453000,44109425,+3% ~ -3%,0,87.745,920,기,-0.77290
334,20160720179-00,도곡근린공원 실내배드민턴장 건립공사(정보통신),서울특별시,서울,45581400,45564700,+3% ~ -3%,0,87.745,983,기,-0.03664
335,20160729410-00,신촌지구대 대수선공사 통신공사 (긴급공고),경찰청,서울,16390000,16487500,+2% ~ -2%,0,87.745,640,협정,0.59487
336,E01-16-06203,전력협력센터 구내통신설비 시설공사,한국전력공사,서울,55795986,54142309,0% ~ -8%,0,87.745,604,,-2.96380
337,20160715932-00,서울대학교병원 의생명연구원 리모델링 공사 (통신설비),서울지방조달청/서울대학교병원,전국/서울,2099058000,2105465425,+2% ~ -2%,0,86.745,832,기/의무,0.30525
338,20160712289-00,"왕실의 의례, 대한제국과 황실 전시실 리노베이션 공사(통신)",문화재청,서울,34023830,33981000,+2% ~ -2%,0,87.745,841,기,-0.12589
339,20160723747-00,서울언북초등학교 교실 증축 통신공사,서울특별시교육청,서울,25303000,25081700,+3% ~ -3%,0,87.745,870,,-0.87460
340,20160726371-00,서울신은초등학교 교실 증축 통신 공사,서울특별시교육청,서울,49420000,49355075,+3% ~ -3%,0,87.745,919,기,-0.13138
341,KRA2016070780,강북 문화공감센터 환경개선 정보통신 공사,한국마사회,서울,79540000,79725750,3% ~ -3%,0,87.745,64,여성,0.23353
342,20160721427-00,2016년 서울시 서소문청사 정보통신설비 개선공사,서울특별시,서울,82850000,83057400,+3% ~ -3%,0,87.745,537,기,0.25033
343,20160724673-00,노량진초등학교 앞 다기능단속카메라 설치공사,서울특별시,서울,40260000,39981775,+3% ~ -3%,0,87.745,58,,-0.69108
344,20160723211-00,한국주택금융공사 상암지원센터 사무환경 조성공사(통신),서울지방조달청/한국주택금융공사,서울,78475000,78479775,+2% ~ -2%,0,87.745,957,기/협정,0.00608
345,2016-10842,00지역 통신공사,국방부근무지원단,서울,54700000,54519913,3.0% ~ -3.0%,0,87.745,708,,-0.32923
346,20160720902-00,CCTV 성능개선 동보IP 비상벨 설치공사,서울특별시,서울,50000000,50238500,+3% ~ -3%,0,87.745,480,기,0.47700
347,20160720236-00,서울동작초등학교 외벽보수 통신공사 (긴급공고),서울특별시교육청,서울,54897000,54741150,+3% ~ -3%,0,87.745,988,기,-0.28390
348,KRA2016070630,강남 문화공감센터 환경개선 정보통신 공사,한국마사회,서울,69996000,69523250,3% ~ -3%,0,87.745,40,정/여성,-0.67540
349,20160720390-00,서울중랑우체국 키폰주장치 교체공사,과학기술정보통신부,서울,28800000,28774425,+2% ~ -2%,0,87.745,792,,-0.08881
350,20160715310-00,신월보건지소 리모델링(증축) 정보통신공사,서울특별시,서울,167100000,165957075,+3% ~ -3%,0,87.745,960,,-0.68398
351,20160712929-00,동대문소방서 전농119안전센터 증축 및 리모델링 통신공사,서울특별시,서울,44433140,44751775,+3% ~ -3%,0,87.745,1007,,0.71711
352,20160714443-00,2016년 응암 등 4역 화장실 시설개량 통신공사,서울특별시,서울,55241600,55680675,+3% ~ -3%,0,87.745,933,기,0.79482
353,20160715380-00,방송시설개선 통신공사 (긴급공고),서울특별시교육청,서울,158377000,158147400,+2% ~ -2%,0,87.745,977,,-0.14498
354,20160710985-00,외곽 울타리 케이블 철거 및 설치공사,서울특별시,서울,34580000,34979025,+3% ~ -3%,0,87.745,840,기,1.15391
355,20160715573-00,마포고등학교 방송시설 개선공사 (긴급공고),서울특별시교육청,서울,161711000,162663525,+3% ~ -3%,0,87.745,904,,0.58902
356,20160712778-00,서울대곡초등학교 급식실 및 학생식당 증축 통신공사,서울특별시교육청,서울,51579000,51415175,+3% ~ -3%,0,87.745,1001,기,-0.31762
357,20160711625-00,숭실대입구역 교통단속용 CCTV 이설공사,서울특별시,서울,61135664,61639175,+3% ~ -3%,0,87.745,909,기,0.82359
358,20160710230-00,[서울대학교병원]국가지정 음압 입원치료병상(39병동) 확충공사[통신],서울대학교병원,서울,68516666,68535900,+2% ~ -2%,0,87.745,957,기,0.02807
359,20160713232-00,사무동4층 환경개선공사(정보통신공사),재단법인세종문화회관,서울,24000000,24208375,+3% ~ -3%,0,87.745,908,,0.86822
360,20160713447-00,서울명덕초 교실 및 급식실 증축 통신공사 전자견적 제출공고,서울특별시교육청,서울,53380000,53354275,+3% ~ -3%,0,87.745,1006,기,-0.04820
361,20160709842-00,마포석유비축기지 주차장부지 정보통신공사,서울특별시,서울,122210000,121897500,+3% ~ -3%,0,87.745,977,,-0.25571
362,20160709706-00,한국은행 강남본부 통신설비 유지보수 용역,한국은행,서울,144540000,143323025,+2% ~ -2%,0,87.995,104,,-0.84197
363,20160706412-00,브이알빌딩 사무환경 조성공사(통신),서울지방조달청/한국벤처투자(주),서울,156450000,155297425,+2% ~ -2%,0,87.745,894,기/협정,-0.73671
364,20160705910-00,2016년 검찰 정보통신 네트워크 및 IP 교환시설 통합구축사업,서울지방조달청/대검찰청,서울,530599000,529385275,+2% ~ -2%,0,86.745,789,기/협정,-0.22875
365,20160713346-00,서울강명초 교실증축 통신공사 전자견적 제출 공고,서울특별시교육청,서울,36740000,36790300,+3% ~ -3%,0,87.745,931,,0.13690
366,E01-16-05525,구로천왕2택지지구 배전지능화용 자가광케이블 시설공사,한국전력공사,서울,15690186,15070579,0% ~ -8%,0,87.745,502,,-3.94901
