,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
38,39,1108155460,주식회사 자유전설,김상중,분석,1032869250,65.0,89.272,89.441,-0.0614 (99.9386),10 11,2024/09/05 09:05:04,
39,40,1058169109,대조전설 주식회사,장철호,분석,1032871320,65.0,89.272,89.441,-0.0612 (99.9388),6 11,2024/09/04 14:53:18,
40,41,1328182574,다산정보통신(주),구성철,분석,1032882680,65.0,89.273,89.442,-0.0602 (99.9398),4 2,2024/09/04 09:27:35,
41,42,3058197845,주식회사 에스디새롬,윤영준,분석,1032883718,65.0,89.273,89.442,-0.0600 (99.94),13 10,2024/09/05 08:25:18,
42,43,1098655451,주식회사 투비,차인성,분석,1032889500,65.0,89.274,89.443,-0.0595 (99.9405),9 6,2024/09/05 09:44:04,
43,44,1198118405,우광기전(주),이기진,분석,1032891160,65.0,89.274,89.443,-0.0593 (99.9407),12 5,2024/09/05 09:17:56,
44,45,2248136762,주식회사 희성,이현국,분석,1032894128,65.0,89.274,89.443,-0.0590 (99.941),14 7,2024/09/05 06:20:40,
45,46,7478702262,주식회사테크윤,구연희,분석,1032897277,65.0,89.274,89.444,-0.0587 (99.9413),7 11,2024/09/03 13:32:17,
46,47,2128606988,원강정보통신 주식회사,우강원,분석,1032902321,65.0,89.275,89.444,-0.0582 (99.9418),4 12,2024/09/04 16:48:00,
47,48,8978801323,(주)제이투컴퍼니,김정순,분석,1032917824,65.0,89.276,89.445,-0.0567 (99.9433),5 9,2024/09/04 11:24:32,
48,49,3688700611,주식회사 라인시스텍,김홍진,분석,1032919889,65.0,89.276,89.446,-0.0566 (99.9434),5 7,2024/09/04 10:11:56,
49,50,1238191991,(주)하이텍네트웍스,박진호,분석,1032919891,65.0,89.276,89.446,-0.0565 (99.9435),8 2,2024/09/03 17:45:57,
0,51,2048620126,(주)상부사종합건설,이상만,분석,1032925642,65.0,89.277,89.446,-0.0560 (99.944),5 6,2024/09/05 04:59:01,
1,52,1078161011,(주)장수커뮤니케이션즈,김현수,분석,1032926000,65.0,89.277,89.446,-0.0560 (99.944),12 2,2024/09/04 09:03:58,
2,53,4108630933,주식회사 지후,유성우,분석,1032952958,65.0,89.279,89.448,-0.0534 (99.9466),11 13,2024/09/05 08:09:11,
3,54,1178144625,주식회사 도부네트웍스,권영석,분석,1032957383,65.0,89.28,89.449,-0.0529 (99.9471),2 14,2024/09/03 10:19:18,
4,55,1198675906,대경정보통신 주식회사,변원덕,분석,1032962263,65.0,89.28,89.449,-0.0525 (99.9475),12 6,2024/09/04 09:20:52,
5,56,6038136311,(주)동아티엔씨,박봉근,분석,1032975699,65.0,89.281,89.45,-0.0511 (99.9489),3 12,2024/09/04 09:18:16,
6,57,8218600911,주식회사 테로스정보통신,최상명,분석,1032979833,65.0,89.282,89.451,-0.0507 (99.9493),10 12,2024/09/04 09:01:46,
7,58,1408177811,주식회사 네오비젼,유정식,분석,1032992880,65.0,89.283,89.452,-0.0495 (99.9505),7 4,2024/09/04 17:51:41,
8,59,1068127039,진명이엔씨(주),박창호,분석,1032999470,65.0,89.283,89.452,-0.0488 (99.9512),4 11,2024/09/03 18:02:00,
9,60,1388128490,한일테크(주),이민구,분석,1033000000,65.0,89.283,89.453,-0.0488 (99.9512),3 9,2024/09/03 12:33:55,
10,61,1268142465,주식회사 와이케이정보통신,김연정,분석,1033000510,65.0,89.283,89.453,-0.0487 (99.9513),11 2,2024/09/05 09:05:08,
11,62,1278607414,주식회사 삼현,김희주,분석,1033002614,65.0,89.284,89.453,-0.0485 (99.9515),10 2,2024/09/04 20:58:01,
12,63,8058801213,주식회사 알파정보통신,고기환,분석,1033011873,65.0,89.284,89.454,-0.0476 (99.9524),3 15,2024/09/04 16:04:51,
13,64,1084495218,하나아이씨티,고주연,분석,1033014980,65.0,89.285,89.454,-0.0473 (99.9527),2 5,2024/09/04 21:52:47,
14,65,2208718916,(주)타치온네트웍스,유병문,분석,1033037607,65.0,89.287,89.456,-0.0452 (99.9548),15 11,2024/09/04 09:17:22,
15,66,4028611949,주식회사 에코시스텍,김두원,분석,1033049000,65.0,89.288,89.457,-0.0441 (99.9559),11 5,2024/09/03 14:03:31,
16,67,4888701893,주식회사 제이씨큐,주은영,분석,1033062514,65.0,89.289,89.458,-0.0427 (99.9573),3 5,2024/09/03 10:36:55,
17,68,1308625441,화영일렉콤 주식회사,허영,분석,1033064580,65.0,89.289,89.458,-0.0426 (99.9574),11 13,2024/09/03 16:36:31,
18,69,1108131570,(주)조은시스템,김창윤,분석,1033068720,65.0,89.289,89.458,-0.0421 (99.9579),13 9,2024/09/04 07:45:02,
19,70,2918601856,주식회사 나라정보,이옥희,분석,1033071815,65.0,89.29,89.459,-0.0418 (99.9582),5 12,2024/09/03 10:09:13,
20,71,4098606490,서경정보통신 주식회사,김연화,분석,1033072400,65.0,89.29,89.459,-0.0418 (99.9582),5 15,2024/09/03 13:55:41,
21,72,1238140056,삼일데이타시스템(주),이기복,분석,1033076990,65.0,89.29,89.459,-0.0413 (99.9587),14 5,2024/09/05 09:06:25,
22,73,1088167041,(주)가디엘,최혜심,분석,1033081126,65.0,89.291,89.46,-0.0409 (99.9591),5 10,2024/09/04 16:44:03,
23,74,1068194620,(주)합동전자산업,정호원,분석,1033082150,65.0,89.291,89.46,-0.0408 (99.9592),1 14,2024/09/03 10:25:24,
24,75,1018662695,주식회사 메가시스템,김대석,분석,1033085175,65.0,89.291,89.46,-0.0406 (99.9594),10 13,2024/09/03 10:38:38,
25,76,2548701494,주식회사 네오트래픽,차승환,분석,1033086285,65.0,89.291,89.46,-0.0404 (99.9596),12 14,2024/09/04 10:51:19,
26,77,1408174696,주식회사 비엔티플러스,안세환,분석,1033096620,65.0,89.292,89.461,-0.0394 (99.9606),6 15,2024/09/04 09:57:22,
27,78,8728700371,주식회사 영진이엔에스,이미자,분석,1033100440,65.0,89.292,89.461,-0.0391 (99.9609),13 6,2024/09/04 22:55:23,
28,79,3118149009,드림솔루션 주식회사,안찬기,분석,1033102820,65.0,89.292,89.461,-0.0388 (99.9612),7 2,2024/09/03 11:22:52,
29,80,1208753234,디스플레이허브 주식회사,김동협,분석,1033104880,65.0,89.293,89.462,-0.0387 (99.9613),8 9,2024/09/05 08:14:49,
30,81,4108608862,주식회사 우원산업,최성주,분석,1033120000,65.0,89.294,89.463,-0.0372 (99.9628),15 10,2024/09/05 09:00:05,
31,82,1241298327,제일영상이엔씨,이미정,분석,1033120775,65.0,89.294,89.463,-0.0371 (99.9629),5 13,2024/09/04 16:12:48,
32,83,4098149397,온누리주식회사,임대형,분석,1033124934,65.0,89.294,89.463,-0.0367 (99.9633),13 6,2024/09/04 08:47:36,
33,84,1062463371,금양산업,조병하,분석,1033129702,65.0,89.295,89.464,-0.0362 (99.9638),14 3,2024/09/05 09:30:48,
34,85,5078106538,주식회사 이로,김영택,분석,1033131778,65.0,89.295,89.464,-0.0360 (99.964),5 15,2024/09/04 15:25:46,
35,86,3118113670,하나정보통신 주식회사,박희진,분석,1033134800,65.0,89.295,89.464,-0.0358 (99.9642),12 13,2024/09/05 08:59:37,
36,87,3078130476,가림전기 주식회사,성영은,분석,1033139485,65.0,89.296,89.465,-0.0353 (99.9647),5 3,2024/09/04 17:15:55,
37,88,2148798098,주식회사 에이스뷰,김종오,분석,1033142500,65.0,89.296,89.465,-0.0350 (99.965),14 9,2024/09/04 09:16:25,
38,89,1088154468,(주)이젠정보통신,이동필,분석,1033144140,65.0,89.296,89.465,-0.0349 (99.9651),12 13,2024/09/03 17:59:28,
39,90,1238189423,엘림광통신 주식회사,유영록,분석,1033151400,65.0,89.297,89.466,-0.0341 (99.9659),5 14,2024/09/03 10:15:41,
40,91,8358702555,해피봇(주),김연묵,분석,1033152430,65.0,89.297,89.466,-0.0340 (99.966),1 6,2024/09/03 15:32:27,
41,92,1308663445,주식회사 경원이앤씨,오명숙,분석,1033165870,65.0,89.298,89.467,-0.0327 (99.9673),3 10,2024/09/03 15:54:33,
42,93,1068627183,한국씨텍(주),박재규,분석,1033168965,65.0,89.298,89.467,-0.0324 (99.9676),10 11,2024/09/04 08:23:37,
43,94,5728600663,주식회사 대명기전,박영진,분석,1033175000,65.0,89.299,89.468,-0.0319 (99.9681),6 11,2024/09/05 07:02:29,
44,95,2838802275,주식회사 엠케이솔루션,박두철,분석,1033177233,65.0,89.299,89.468,-0.0316 (99.9684),10 15,2024/09/04 18:39:11,
45,96,1408190599,미래통신기술 주식회사,공봉구,분석,1033180880,65.0,89.299,89.468,-0.0313 (99.9687),10 12,2024/09/03 15:58:38,
46,97,5028119116,주식회사 대전사,신명계,분석,1033181000,65.0,89.299,89.468,-0.0313 (99.9687),7 9,2024/09/03 22:11:51,
47,98,1108178027,주식회사 아이원코리아,이문형,분석,1033195840,65.0,89.301,89.469,-0.0298 (99.9702),13 11,2024/09/03 13:59:04,
48,99,2228118792,(주)우광전기통신,정동균,분석,1033197700,65.0,89.301,89.47,-0.0297 (99.9703),1 5,2024/09/05 06:40:23,
49,100,1218157435,(주)해오름넷,황명란,분석,1033201521,65.0,89.301,89.47,-0.0293 (99.9707),10 9,2024/09/04 14:36:53,
0,101,4168188495,(주)엠에스아이티,백경국,분석,1033204250,65.0,89.301,89.47,-0.0290 (99.971),2 14,2024/09/04 14:15:15,
1,102,5958702768,와이티 파트너스(주),윤태원,분석,1033212373,65.0,89.302,89.471,-0.0282 (99.9718),7 13,2024/09/03 21:43:46,
2,103,4098173825,(주)에버비젼,조광종,분석,1033219946,65.0,89.303,89.472,-0.0275 (99.9725),15 11,2024/09/04 16:54:22,
3,104,8268102035,주식회사 더블유엔에스,박현준,분석,1033221000,65.0,89.303,89.472,-0.0274 (99.9726),13 9,2024/09/03 22:49:02,
4,105,1078193207,주식회사 주광전기,이승훈,분석,1033221670,65.0,89.303,89.472,-0.0274 (99.9726),1 13,2024/09/04 14:19:21,
5,106,1308664901,에스케이시큐리티 주식회사,최윤정,분석,1033235000,65.0,89.304,89.473,-0.0261 (99.9739),3 1,2024/09/03 12:07:39,
6,106,1298129762,화인정보통신(주),신용운,분석,1033235000,65.0,89.304,89.473,-0.0261 (99.9739),12 3,2024/09/04 10:53:27,
7,108,4168194944,주식회사 대웅정보통신,박대웅,분석,1033235110,65.0,89.304,89.473,-0.0260 (99.974),6 10,2024/09/03 12:31:07,
8,109,8138600512,대오이앤씨 주식회사,안명옥,분석,1033238003,65.0,89.304,89.473,-0.0258 (99.9742),3 15,2024/09/03 14:26:22,
9,110,4088117816,광은비지니스(주),조정민,분석,1033253720,65.0,89.306,89.474,-0.0242 (99.9758),3 14,2024/09/04 07:53:44,
10,111,1358642450,동호이앤씨 (주),박동호,분석,1033255780,65.0,89.306,89.475,-0.0240 (99.976),14 8,2024/09/04 08:36:09,
11,112,1288137954,주식회사 스마일테크넷,홍석환,분석,1033265090,65.0,89.307,89.475,-0.0231 (99.9769),5 14,2024/09/03 13:39:56,
12,113,1198178757,주식회사우신아이앤씨,이화세,분석,1033269220,65.0,89.307,89.476,-0.0227 (99.9773),13 4,2024/09/04 11:18:31,
13,114,1148197308,주식회사태강,김상민,분석,1033269840,65.0,89.307,89.476,-0.0227 (99.9773),6 13,2024/09/03 19:10:28,
14,115,1068660843,세중물산 주식회사,김용욱,분석,1033288900,65.0,89.309,89.478,-0.0208 (99.9792),5 7,2024/09/03 11:17:33,
15,116,6168129780,주식회사 섬엔지니어링,현규남,분석,1033289713,65.0,89.309,89.478,-0.0208 (99.9792),3 12,2024/09/03 10:06:23,
16,117,1058729735,원테크전기통신 주식회사,정원섭,분석,1033297119,65.0,89.31,89.478,-0.0200 (99.98),10 5,2024/09/03 16:28:58,
17,118,2220625559,도은통신,김정복,분석,1033323990,65.0,89.312,89.481,-0.0174 (99.9826),9 11,2024/09/03 11:52:56,
18,119,1378100301,청원정보통신(주),원정현,분석,1033330210,65.0,89.313,89.481,-0.0168 (99.9832),4 7,2024/09/04 09:37:09,
19,120,2148770450,주식회사 아리시스,이대섭,분석,1033334143,65.0,89.313,89.481,-0.0165 (99.9835),13 9,2024/09/03 10:03:30,
20,121,5298103040,주식회사 명성이앤티,박명훈,분석,1033353176,65.0,89.315,89.483,-0.0146 (99.9854),10 8,2024/09/03 13:30:34,
21,122,2078115520,주식회사 토페스,이강본,분석,1033353962,65.0,89.315,89.483,-0.0145 (99.9855),4 2,2024/09/03 10:52:12,
22,123,1218614289,주식회사 현진정보통신,김은희,분석,1033355203,65.0,89.315,89.483,-0.0144 (99.9856),1 6,2024/09/03 11:13:52,
23,124,2158188005,(주)다함정보통신,함일용,분석,1033358097,65.0,89.315,89.484,-0.0141 (99.9859),14 6,2024/09/05 08:03:18,
24,125,1288692398,주식회사 올댓이엔티,이은애,분석,1033363630,65.0,89.316,89.484,-0.0136 (99.9864),6 2,2024/09/05 09:11:57,
25,126,7228700455,주식회사신성정보기술,최대영,분석,1033365330,65.0,89.316,89.484,-0.0134 (99.9866),1 5,2024/09/04 09:53:25,
26,127,2118716291,(주)유토닉스,박찬호,분석,1033386000,65.0,89.318,89.486,-0.0114 (99.9886),14 12,2024/09/03 11:50:23,
27,128,1428117838,주식회사 우리솔루션,김완형,분석,1033386001,65.0,89.318,89.486,-0.0114 (99.9886),2 4,2024/09/05 09:06:48,
28,129,5068170283,주식회사 다웅네트웍스,이태용,분석,1033388068,65.0,89.318,89.486,-0.0112 (99.9888),4 7,2024/09/04 11:19:32,
29,130,1218150354,주식회사 이명전기,이명덕,분석,1033388990,65.0,89.318,89.486,-0.0112 (99.9888),3 9,2024/09/04 16:23:16,
30,131,1248117524,국제엔지이 주식회사,박광국,분석,1033394953,65.0,89.318,89.487,-0.0106 (99.9894),11 7,2024/09/03 10:20:19,
31,132,2158691790,에이브이에스텍(주),박주영,분석,1033396335,65.0,89.318,89.487,-0.0104 (99.9896),13 3,2024/09/04 08:16:32,
32,133,1358138382,신명엔지니어링(주),김재기,분석,1033397370,65.0,89.319,89.487,-0.0103 (99.9897),15 11,2024/09/03 10:31:09,
33,134,2228128913,주식회사 대양종합전기,김춘근,분석,1033407600,65.0,89.319,89.488,-0.0094 (99.9906),2 5,2024/09/05 06:51:12,
34,135,6068187764,화성아이티주식회사,장민환,분석,1033415973,65.0,89.32,89.489,-0.0085 (99.9915),8 6,2024/09/03 10:03:43,
35,136,2458600908,주식회사 우일전력,박춘일,분석,1033421140,65.0,89.321,89.489,-0.0080 (99.992),5 9,2024/09/03 11:41:06,
36,137,2148665907,미래아이티 주식회사,송정화,분석,1033429000,65.0,89.321,89.49,-0.0073 (99.9927),12 13,2024/09/03 19:03:01,
37,138,1098610416,(주)네시비스,이은섭,분석,1033436642,65.0,89.322,89.49,-0.0065 (99.9935),13 7,2024/09/03 16:38:01,
38,139,2148626132,(주)오버넷,신창호,분석,1033449044,65.0,89.323,89.491,-0.0053 (99.9947),9 8,2024/09/04 19:13:07,
39,140,1290978097,아미정보통신,김용진,분석,1033450080,65.0,89.323,89.492,-0.0052 (99.9948),10 15,2024/09/04 10:05:07,
40,140,1298124675,정암전기통신(주),성규암,분석,1033450080,65.0,89.323,89.492,-0.0052 (99.9948),7 2,2024/09/05 07:19:56,
41,142,1408105132,원플러스이엔씨 주식회사,이길섭,분석,1033471781,65.0,89.325,89.493,-0.0031 (99.9969),1 15,2024/09/03 10:09:24,
42,143,1378128823,주식회사 동화이엔지,조혜진,분석,1033476940,65.0,89.326,89.494,-0.0027 (99.9973),10 3,2024/09/04 16:08:57,
43,144,2108124739,(주)한성기술개발,서창식,분석,1033476949,65.0,89.326,89.494,-0.0026 (99.9974),3 13,2024/09/04 00:34:59,
44,145,1188114949,이주씨스템(주),이복균,분석,1033477250,65.0,89.326,89.494,-0.0026 (99.9974),1 12,2024/09/05 09:12:13,
45,146,1608700166,주식회사 에이치와이이앤씨,서호연,분석,1033479016,65.0,89.326,89.494,-0.0024 (99.9976),11 14,2024/09/04 14:18:09,
46,147,1298149754,보람전설주식회사,권소영,분석,1033495551,65.0,89.327,89.495,-0.0009 (99.9991),10 2,2024/09/05 08:35:37,
47,148,7288600999,주식회사 다경테크,박현승,분석,1033503790,65.0,89.328,89.496,-0.0001 (99.9999),10 2,2024/09/04 15:46:25,
48,149,1208176706,주식회사 위더스시스템,송인호,분석,1033504000,65.0,89.328,89.496,0.0000 (100),12 1,2024/09/04 15:48:14,
49,150,8948600277,주식회사 마하사운드,변인규,분석,1033516251,65.0,89.329,89.497,0.0012 (100.0012),15 14,2024/09/05 09:23:20,
0,151,1268660279,주식회사 국민이엠씨,박성순,분석,1033517256,65.0,89.329,89.497,0.0013 (100.0013),10 8,2024/09/05 07:46:48,
1,152,1248655391,한결이엔지(주),정운기,분석,1033523586,65.0,89.33,89.498,0.0019 (100.0019),1 6,2024/09/04 08:00:55,
2,153,2158749907,주식회사 파로스넷,박태주,분석,1033542502,65.0,89.331,89.5,0.0037 (100.0037),7 13,2024/09/03 10:19:44,
3,154,2028104237,대선이엔씨(주),최승재,분석,1033542640,65.0,89.331,89.5,0.0037 (100.0037),7 13,2024/09/04 15:22:35,
4,155,2208658565,주식회사 주인정보시스템,김근호,분석,1033551361,65.0,89.332,89.5,0.0046 (100.0046),8 4,2024/09/04 09:26:08,
5,156,1228193977,주식회사 에스유테크,강정구,분석,1033555135,65.0,89.333,89.501,0.0049 (100.0049),7 12,2024/09/03 17:42:27,
6,157,5088137937,(주)벨류데이터,정영두,분석,1033559924,65.0,89.333,89.501,0.0054 (100.0054),8 1,2024/09/04 16:33:57,
7,158,1408602014,주식회사 주왕정보통신,이진한,분석,1033561696,65.0,89.333,89.501,0.0056 (100.0056),9 4,2024/09/03 11:19:48,
8,159,1328176131,씨엠정보통신(주),양정기,분석,1033562730,65.0,89.333,89.501,0.0057 (100.0057),4 9,2024/09/04 08:54:04,
9,160,1288636042,주식회사리버앤씨,최광태,분석,1033564559,65.0,89.333,89.501,0.0058 (100.0058),5 8,2024/09/03 11:39:44,
10,161,5012762957,동산통신,김영우,분석,1033592350,65.0,89.336,89.504,0.0085 (100.0085),15 6,2024/09/05 08:46:03,
11,162,4018116039,주식회사현대전력,이재훈,분석,1033596600,65.0,89.336,89.504,0.0089 (100.0089),6 8,2024/09/03 10:48:16,
12,163,2368701351,주식회사 한빛티엔에스,이광열,분석,1033599132,65.0,89.336,89.504,0.0092 (100.0092),6 2,2024/09/04 10:13:51,
13,164,5158129420,주식회사 훈민아이티,김종문,분석,1033601899,65.0,89.337,89.505,0.0094 (100.0094),1 7,2024/09/04 23:52:17,
14,165,4088602356,주식회사 한국방재기술단,정민규,분석,1033609200,65.0,89.337,89.505,0.0101 (100.0101),15 2,2024/09/03 22:23:13,
15,166,1388104843,금강산업 주식회사,김유현,분석,1033610270,65.0,89.337,89.505,0.0102 (100.0102),6 5,2024/09/05 09:13:54,
16,167,2148860959,(주)가온글로벌,최병억,분석,1033610620,65.0,89.337,89.505,0.0103 (100.0103),11 10,2024/09/04 16:54:54,
17,168,1358188621,(주)플러스원정보통신,최원복,분석,1033623000,65.0,89.339,89.506,0.0115 (100.0115),5 6,2024/09/03 11:09:08,
18,169,2048652666,주식회사 동연아이비에스,서동주,분석,1033633000,65.0,89.339,89.507,0.0124 (100.0124),10 8,2024/09/03 18:22:26,
19,170,5418700609,(주)이음아이씨티,송법성,분석,1033633008,65.0,89.339,89.507,0.0125 (100.0125),12 8,2024/09/03 23:15:06,
20,171,1068147942,태양이엠씨(주),선오규,분석,1033636000,65.0,89.34,89.508,0.0127 (100.0127),8 4,2024/09/03 15:05:18,
21,172,1278199767,주식회사 신한전력,신한철,분석,1033641850,65.0,89.34,89.508,0.0133 (100.0133),1 7,2024/09/05 09:53:01,
22,173,2298131888,세운씨앤텍 (주),이미경,분석,1033643192,65.0,89.34,89.508,0.0134 (100.0134),3 8,2024/09/03 10:28:55,
23,174,2058140076,(주)제일첨단테크,김성수,분석,1033645410,65.0,89.341,89.508,0.0137 (100.0137),15 2,2024/09/05 09:38:43,
24,174,4168165944,유한회사 한주엔지니어링,한미향,분석,1033645410,65.0,89.341,89.508,0.0137 (100.0137),12 5,2024/09/04 08:49:00,
25,176,2098134713,키엔컴 주식회사,김성수,분석,1033649544,65.0,89.341,89.509,0.0141 (100.0141),8 9,2024/09/03 14:15:10,
26,177,4828700294,주식회사 지니가치,이우익,분석,1033657811,65.0,89.342,89.509,0.0148 (100.0148),4 12,2024/09/03 18:28:39,
27,178,1328166569,주식회사 디앤비엔지니어링,이호천,분석,1033658846,65.0,89.342,89.51,0.0150 (100.015),6 5,2024/09/03 10:05:42,
28,179,6288600248,주식회사 임하이앤씨,이용진,분석,1033661740,65.0,89.342,89.51,0.0152 (100.0152),2 4,2024/09/04 15:12:08,
29,180,1408131756,주식회사 엑스큐시스템,이기영,분석,1033670210,65.0,89.343,89.511,0.0160 (100.016),3 2,2024/09/03 13:34:47,
30,181,1248757061,신광정보기술 주식회사,모상후,분석,1033675730,65.0,89.343,89.511,0.0166 (100.0166),12 1,2024/09/04 09:56:50,
31,182,1178152009,동아신호 주식회사,최종수,분석,1033687370,65.0,89.344,89.512,0.0177 (100.0177),7 9,2024/09/04 15:41:01,
32,183,1238187503,주식회사 리드앤,민대홍,분석,1033688858,65.0,89.344,89.512,0.0179 (100.0179),3 9,2024/09/03 10:57:07,
33,184,1328146205,주식회사 다성아이앤에스,이명훈,분석,1033690884,65.0,89.345,89.512,0.0181 (100.0181),13 3,2024/09/05 08:58:59,
34,185,2948601665,누리종합전기 주식회사,천금진,분석,1033695019,65.0,89.345,89.513,0.0185 (100.0185),12 15,2024/09/03 16:37:59,
35,186,6138175776,주식회사 송림전기,금은정,분석,1033696100,65.0,89.345,89.513,0.0186 (100.0186),3 2,2024/09/04 10:45:28,
36,187,1241488314,석진전설,김명순,분석,1033709000,65.0,89.346,89.514,0.0198 (100.0198),9 15,2024/09/04 14:45:57,
