bidNtceNo,bidNtceNm,opengDate,opengRank,bidprcCorpNm
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,33,합자회사 광일전력공사
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)경국앤태양
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,광진기계설비
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 글로벌이앤씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1089,(주)지엔시스템
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,1,태진미디어통신 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)인일
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,5,(주)대명통신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,545,대흥전기
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,9,부영정보통신공사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,씨에이치씨엔지니어링 주식회사
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,13,금호전업(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1093,주식회사 성화전설
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,17,(주)무한텔콤
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)진성기업
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,21,강진통신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,273,(주)신화전공
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,25,(주)혜정정보기술
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,수성건설(주)
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,29,주식회사태광통신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1097,천일전력
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,33,(주)삼우통신
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,유완건설(주)
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,37,갑부통신 (주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,549,성원전기공사
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,41,(주)에스아이인포콤
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)가나건설산업
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,45,정인전력기술
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1101,이레소방건설 주식회사
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,49,(주)길리
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)진풍
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,53,울산인터엠
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,137,한국전기산업주식회사
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,56,금양그린파워 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,성진건설 주식회사
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,61,삼경통신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1105,주식회사 오토윈
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,65,서울통신
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)지엠스코
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,,에스아이티(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,553,(주)가온산업
20091221075,남해해성고등학교 사택 보수 및 기숙사 증축 전기공사,2010-01-04,,경상전기
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 태광이엔지
20091221075,남해해성고등학교 사택 보수 및 기숙사 증축 전기공사,2010-01-04,,대국전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1109,태호전기통신 주식회사
20091221075,남해해성고등학교 사택 보수 및 기숙사 증축 전기공사,2010-01-04,,주식회사 하남엔지니어링
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,한우리건설(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,3,(주)선강엔지니어링
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,277,오성전기(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,7,유한회사 광명이엔시
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사명인이엔지
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,11,금하전기(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1113,(주)서광전기
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,15,合資會社 瑞電社
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)선엔지니어링
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,19,대승전력기술주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,557,광성전기
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,23,(주)영빈전기
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)영남기공
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,27,(주)금윤이앤씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1117,주식회사 일성전력공사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,31,(유)해인전력
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 동양아이엔씨
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,35,주식회사 대광건영
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,69,금당전력
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,39,엔에이치산업(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)엠디텍
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,43,(주)창성일렉컴
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1121,성도건설 주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,47,(주)창하전기
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)티원엔지니어링
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,51,태웅건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,561,(주)피앤에스엔지니어링
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,55,주식회사 파워텍신일
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 페스코
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,59,보영파워테크 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1125,(주)거동기업
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,63,(주)유영전력
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 명스테이지
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,67,케이엠파워주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,281,재호전력공사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,71,성산전기(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)그린월드
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,75,유한회사 명성이엔씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1129,아주테크주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,79,대진종합건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,삼정산업건설
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,83,(주)하영전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,565,인포스텔주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,87,(주)월출이엔지
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)영일
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,91,일지전력(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1133,삼도이앤씨(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,95,(주)다해전력
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 대양엔지니어링
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,99,주식회사 건영전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,141,국제전기공사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,103,주식회사 화인컴일렉스
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,경일산업개발 주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,107,주식회사 무원
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1137,성우전기
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,111,성삼종합개발 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,대림종합설비(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,115,주식회사 한솔엔지니어링
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,569,지음전설(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,119,(주)번계전
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 지엠이앤씨
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,123,주식회사 동인전력
