bidNtceNo,bidNtceNm,opengDate,opengRank,bidprcCorpNm
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,32,(주)럭스코
20091221520,2010년 상수도 포장공사(연간),2010-01-04,34,아이비토건(주)
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,261,우신산업주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,165,태청이앤씨 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,100,한국흥업토건(주)
20091220387,내정중 교과교실보수 공사,2010-01-04,192,대양건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,342,주식회사 서한지이씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1535,서해전설(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,37,주식회사 이타스
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,242,태안전력(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)소스텍
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,중앙건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 솔라플레이
20091220385,원산3리 마을안길 및 세천정비공사,2010-01-04,,주식회사 건일건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1279,태극IBA(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,86,광진티이씨(주)
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,5,(주)모든종합건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,598,태성전기통신(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,767,현대전기소방건설공사
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,4,나산섬유
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,6,(주)효성엔지니어링
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,21,(주)신라환경
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1791,성진머티리얼즈 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,356,삼중종건(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)영찬전기
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,세창건설 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,해용종합건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,미래와환경이엔지(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,37,(주)오토콘
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1151,주식회사 두영
20091220382,오곡리 농로포장공사,2010-01-04,4,씨지디엔씨 주식회사
20091220387,내정중 교과교실보수 공사,2010-01-04,64,삼부이앤지(주)
20091220400,운문천 정비공사,2010-01-04,,세인종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,639,주식회사 예성
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,(주)신안전력
20091220387,내정중 교과교실보수 공사,2010-01-04,,(주)이산산업개발
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,214,삼영이노텍주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1407,주식회사성우전력
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,470,승화이엔지 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,133,신우종합건설(주)
20091221265,진해시 청소년수련원 수해피해복구 공사,2010-01-04,3,성주산업주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,383,(주)삼흥기업
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,초산건설주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,엠에스종합건설(주)
20091220871,태광고 교실증축공사,2010-01-04,24,대방종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1663,유진전력(주)
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,22,(합)화신전기
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,114,주식회사 그린산전
20091220791,신능중 급식실 현대화사업 공사,2010-01-04,57,주식회사 삼화종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,895,덕성전력(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,228,해평건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)형제전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,484,일신건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,(주)성지파워
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(유)럭키건설
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,,(주)세실기업
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,228,주식회사 선재
20091221549,명신고등학교 교과교실 리모델링에 따른 통신공사,2010-01-04,,주식회사 동현건설
20091221550,인일여자고등학교 담장보수공사,2010-01-04,,대동토건(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,금성전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1087,백호전기
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,55,세기정보통신
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)우영기술산업
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,101,(주)서일전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,575,파워하이텍
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,,주식회사 등화전설
20091220779,유동2리 세천석축설치공사,2010-01-04,,(주)반석건설
20091220382,오곡리 농로포장공사,2010-01-04,,(주)광개토
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1215,(주)국제전력
20091220391,칠봉천 정비공사,2010-01-04,9,주식회사 성안건설
20091220387,내정중 교과교실보수 공사,2010-01-04,128,무구이엔씨
20091220418,효령면 매곡1리 노인회관 신축공사,2010-01-04,1,대용건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,319,대한건영 (주)
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,삼진이앤지 주식회사
20091220387,내정중 교과교실보수 공사,2010-01-04,256,금영건설(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,22,(주)아성큐브스
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1343,보흥전기
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,150,승림이앤씨(주)
20091220726,순천금당고등학교 조리실 개&#8228;보수 및 증축 공사,2010-01-04,31,주식회사 우리종건
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,278,(주)재원피앤드티
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,703,주식회사 미래해병
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,406,경방전력 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,69,동우건설 주식회사
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,534,광명전력 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1471,남양전기통신(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,662,숭일전기주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,197,도진종합건설(주)
20091221382,옥동중학교 바닥교체 통신공사,2010-01-04,,주식회사에스케이범통신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,191,서일전력주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,46,(주)디킴스디자인
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,325,중우건설주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,간석목재산업 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1599,(주)진한전기
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,,희정건설 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,주식회사 시티
20091220871,태광고 교실증축공사,2010-01-04,,정웅종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,831,하모니씨앤씨 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,101,(주)화신건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,50,주식회사 와이엠종합건설
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,18,다물건설산업주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1727,국민전력주식회사
20091220767,일산초 영어거점센터 리모델링 공사(긴급),2010-01-04,,(주)미래건축디자인연구소
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,178,(주)한국전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,36,주식회사 미건
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,447,(주)신덕이엔지
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,164,세이프건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,306,(주)경남전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,292,신라종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1855,월드전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,420,봉림종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(합)대신전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,창일건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,959,진우기업 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,양림건설(주)
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,34,주식회사대승종합건설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(주)동일종합건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,41,(주)윤원에스앤이
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(유)윤진종합건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,58,남양ENG
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,164,우림종합건설 주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,36,신진종합건설(주)
20091221550,인일여자고등학교 담장보수공사,2010-01-04,2,(주)홍명건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,292,주식회사 미래건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 액시마
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,이지종합건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,근영이앤씨(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)세종계전
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,543,주식회사 세명이앤씨
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,23,가람정보통신
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)삼원설비
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,5,성암기업(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1119,주식회사명성전기
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,69,주식회사 명진일렉
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 와이앤비이엔씨
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,133,주안이엔지 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,287,진광전기주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,197,동인이엔티(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)신금황제지
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,,주식회사 거성전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1183,주식회사동광전기
20091220382,오곡리 농로포장공사,2010-01-04,36,주식회사 진범건설
20091220387,내정중 교과교실보수 공사,2010-01-04,32,기상건설 주식회사
20091220385,원산3리 마을안길 및 세천정비공사,2010-01-04,19,(주)대영
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,607,서영전기(주)
20091220388,상곡천 정비공사,2010-01-04,2,주식회사 서연
20091220387,내정중 교과교실보수 공사,2010-01-04,96,인중건설 주식회사
20091220397,신천 정비공사,2010-01-04,15,재원건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1247,(주)용화전기통신
20091220406,영위천 정비공사,2010-01-04,5,우창건설(주)
20091220387,내정중 교과교실보수 공사,2010-01-04,160,디앤지(주)
20091220426,의흥면 신덕2리 노인회관 신축공사,2010-01-04,,동우건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,159,(주)한아름
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,(주)대익
20091220387,내정중 교과교실보수 공사,2010-01-04,224,(주)이너콘
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,(주)현대종합 이앤지
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1311,(주)한건종합건설
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,(주)길리
20091220387,내정중 교과교실보수 공사,2010-01-04,,성은건설산업(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,54,(주)평촌건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,671,주식회사 유림이엔지
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,118,대신전력공사
20091220387,내정중 교과교실보수 공사,2010-01-04,,주식회사 에듀텍종합건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,182,(주)서우산전
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1375,삼성전력공사
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,246,(주)삼우이앤지
20091220952,내동중학교 교과교실제 지원 시설사업 건축공사,2010-01-04,20,코.인.테크주식회사
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,310,청용파워텍주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,351,혁진건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,374,세세건설 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,37,성민종합건설(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,438,세종일렉스 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1439,(주)이수일렉
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,502,(주)대하종합전력
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,101,(주)서평종합건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,566,에스엠파워텍 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,735,삼우전기건설공사
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,630,주식회사 승도이엔씨
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,165,유프러스건설 주식회사
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,694,금송전기(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1503,뉴서울전력(주)
20091221382,옥동중학교 바닥교체 통신공사,2010-01-04,,삼창기업(주)
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,229,대영종합(주)
20091221520,2010년 상수도 포장공사(연간),2010-01-04,2,주식회사 윤건토건
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,95,휴먼테크 주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,14,주식회사 미래빌드
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,293,대륙건설산업주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,78,(주)한양건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1567,주식회사 야베스시스템
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,주식회사 통일이엔지
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,357,와이드산업개발(주)
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,우원건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,799,주식회사 키텔
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,36,현대우드주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,범일건설 주식회사
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,,주식회사 도원
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1631,금우사 주식회사
20091220871,태광고 교실증축공사,2010-01-04,,경희산업(주)
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,마이스터건설(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,5,주식회사 와이제이건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,415,(주)이젠전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,69,형지종합건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,18,일화산업 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,,영진종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1695,주식회사 경원
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,54,(주)나라건설전기
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,82,대황건설산업(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,세림건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,863,(주)에이치오엔지니어링
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,53,신광건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,146,태봉전기공사
20091220791,신능중 급식실 현대화사업 공사,2010-01-04,25,에이플러스건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1759,이광전력 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,4,주식회사 국원종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,210,금호전기 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,68,화인종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,223,(주)화산전력
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,132,대은건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,274,일화전기 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,196,주식회사 풍진종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1823,보령기전(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,260,제이에스씨앤이 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,성원전기통신(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,324,(주)인우
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,927,덕동종합엔지니어링
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,388,신진건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,삼광전기(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,452,풍원종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1887,여흥전업사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,516,찬호종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)한화전력
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,명광건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,479,주식회사 경기방재
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,신영이엔씨(주)
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,3,(주)대영아이에스디
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,우신건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,9,(주)대삼이엔지
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,도영종합건설주식회사
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,67,(주)다봄건설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,웅진종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,991,사강전업사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,상아종합건설(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,26,주식회사 삼진이엔씨피
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,창대건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사오르매
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,4,씨와이토건주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,90,(주)진미
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,132,상우개발주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,68,서진종합건설(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,154,유성이엘티 주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,196,토담종합건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 금덕산업건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,260,주식회사 명인건설
20091221550,인일여자고등학교 담장보수공사,2010-01-04,34,주식회사 한강건설환경
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 동성건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1055,주식회사 한양건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 이현종합건설
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,4,(주)두림계전
20091222014,대동고등학교 급식실 증축 및 수선 전기공사(긴급),2010-01-04,6,주식회사 화성제어
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1071,세종일렉트릭 주식회사
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 우이전력
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)호원이엔지
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 부경엔티
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,271,에스씨건설 주식회사
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,7,(주)청원통신
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)건국
20091220771,일산초 영어제험센터 리모델링 통신공사(소액수의견적제출),2010-01-04,39,엑사정보기술 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1103,미광안전시설
20091221075,남해해성고등학교 사택 보수 및 기숙사 증축 전기공사,2010-01-04,1,망운전기공사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,금강테크(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,21,(주)거성
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,559,신흥전기공사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,53,주식회사 라전사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,지도엔지니어링
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,85,농업회사법인 대산농수산 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1135,주식회사 경도이앤씨
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,116,대하전기(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)다길엔지니어링
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,149,(주)우인이앤드씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,143,주식회사 범양이엔씨
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,181,동명이엔씨 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)드림라인
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,213,주식회사 대흥전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1167,광일건설 주식회사
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,,주식회사 금과전력
20091220779,유동2리 세천석축설치공사,2010-01-04,12,브라베이온건설(주)
20091220348,광주석산고 본관 천정텍스 시공에 따른 전기공사 견적공고,2010-01-04,,(유)대원엔지니어링
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,591,한성전기주식회사
20091220382,오곡리 농로포장공사,2010-01-04,20,영광건설주식회사
20091220387,내정중 교과교실보수 공사,2010-01-04,16,(주)우평건설
20091220382,오곡리 농로포장공사,2010-01-04,52,주식회사기술나라건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1199,화성전기소방공사
20091220385,원산3리 마을안길 및 세천정비공사,2010-01-04,3,주식회사 세영
20091220387,내정중 교과교실보수 공사,2010-01-04,48,(주)두성산업개발
20091220385,원산3리 마을안길 및 세천정비공사,2010-01-04,35,와이케이이엔비 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,303,(주)신양이엔씨
20091220385,원산3리 마을안길 및 세천정비공사,2010-01-04,,(주)덕진건설
20091220387,내정중 교과교실보수 공사,2010-01-04,80,주식회사 시운
20091220388,상곡천 정비공사,2010-01-04,,주식회사 성안건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1231,건무종합전력 주식회사
20091220391,칠봉천 정비공사,2010-01-04,25,백송건설 주식회사
20091220387,내정중 교과교실보수 공사,2010-01-04,112,가은건설(주)
20091220400,운문천 정비공사,2010-01-04,7,주식회사 유진건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,623,주식회사 신안정보통신
20091220405,행곡천 정비공사,2010-01-04,14,주식회사 서연
20091220387,내정중 교과교실보수 공사,2010-01-04,144,주식회사 창림
20091220406,영위천 정비공사,2010-01-04,,승화건설산업주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1263,(주)원광전기
20091220422,효령면 화계2리 노인회관 신축공사,2010-01-04,,주식회사 동화씨엠
20091220387,내정중 교과교실보수 공사,2010-01-04,176,주식회사 서윤
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,16,(주)동보
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,79,(주)유경전기
