,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
30,31,2198124769,주식회사 성문엔지니어링,김선호,분석,74028039,85.0,89.716,89.803,-0.1517 (99.8483),3 7,2024/10/02 09:09:04,
31,32,3808700630,주식회사 퍼니포커스,김환영,분석,74028179,85.0,89.716,89.804,-0.1515 (99.8485),14 5,2024/10/02 09:28:44,
32,33,2108173069,주식회사 대한전력,김미경,분석,74032924,85.0,89.722,89.809,-0.1451 (99.8549),4 12,2024/09/27 09:55:44,
33,34,5288601141,주식회사재원정보,천지명,분석,74034851,85.0,89.724,89.812,-0.1426 (99.8574),8 4,2024/09/27 10:02:29,
34,35,1058110006,삼성전기산업 주식회사,박소연,분석,74034920,85.0,89.724,89.812,-0.1425 (99.8575),14 4,2024/10/01 08:43:40,
35,36,2068606891,수미디어통신 주식회사,하학수,분석,74036497,85.0,89.726,89.814,-0.1403 (99.8597),7 5,2024/09/26 16:07:35,
36,37,1078764946,아토리서치 주식회사,정재웅,분석,74038371,85.0,89.729,89.816,-0.1378 (99.8622),11 9,2024/09/30 16:11:01,
37,38,2158168163,블루엔이(주),정홍채,분석,74038633,85.0,89.729,89.816,-0.1374 (99.8626),15 5,2024/09/30 09:14:33,
38,39,2018147460,태성전기통신(주),이덕우,분석,74039115,85.0,89.73,89.817,-0.1368 (99.8632),5 10,2024/09/30 12:36:03,
39,40,2118603519,에쓰이씨 주식회사,이명규,분석,74039767,85.0,89.73,89.818,-0.1359 (99.8641),11 12,2024/09/30 16:22:45,
40,41,2078149656,코리아데이타코퍼레이션(주),이기철,분석,74041000,85.0,89.732,89.819,-0.1343 (99.8657),3 10,2024/09/26 14:28:56,
41,42,2068676887,주식회사 씨큐윈,박근우,분석,74041376,85.0,89.732,89.82,-0.1337 (99.8663),5 12,2024/10/02 09:16:35,
42,43,7228800428,주식회사 다온이앤씨,김영철,분석,74043601,85.0,89.735,89.822,-0.1307 (99.8693),8 2,2024/09/27 15:24:22,
43,44,2158607273,(주)미주전통,장원식,분석,74044119,85.0,89.736,89.823,-0.1300 (99.87),12 11,2024/09/29 20:11:05,
44,45,2398801380,주식회사 플러스파크,이선희,분석,74045550,85.0,89.738,89.825,-0.1281 (99.8719),2 9,2024/09/30 17:54:45,
45,46,1078735096,주식회사 등대씨엔씨,서철승,분석,74046440,85.0,89.739,89.826,-0.1269 (99.8731),15 12,2024/09/27 16:57:30,
46,47,2170366237,염광통신공사,기홍용,분석,74049606,85.0,89.743,89.83,-0.1226 (99.8774),14 4,2024/09/30 11:23:51,
47,48,1068157019,(주)세호영상,박석신,분석,74052349,85.0,89.746,89.833,-0.1189 (99.8811),4 5,2024/09/27 10:42:57,
48,49,2948601665,누리종합전기 주식회사,천금진,분석,74052794,85.0,89.747,89.833,-0.1183 (99.8817),1 14,2024/09/30 11:06:11,
49,50,1208163439,(주)아이엘에스씨,이병준,분석,74054907,85.0,89.749,89.836,-0.1155 (99.8845),10 7,2024/09/27 07:23:08,
0,51,2338109798,구스텍 주식회사,고중구,분석,74055092,85.0,89.749,89.836,-0.1152 (99.8848),11 5,2024/09/26 14:21:15,
1,52,2148823314,화인정보기술주식회사,이명우,분석,74055538,85.0,89.75,89.837,-0.1146 (99.8854),12 14,2024/09/30 13:09:26,
2,53,1048643227,(주)제이더블유씨네트웍스,이동원,분석,74056140,85.0,89.751,89.837,-0.1138 (99.8862),11 1,2024/09/27 10:03:15,
3,54,2118895916,주식회사 지오통신,김영송,분석,74057168,85.0,89.752,89.839,-0.1124 (99.8876),15 8,2024/09/30 09:04:23,
4,55,1198618088,주식회사 하이넷 네트웍스,김동순,분석,74057835,85.0,89.753,89.84,-0.1115 (99.8885),1 14,2024/09/27 18:02:12,
5,56,1858100770,(주)에이치엔와이,한정목,분석,74063692,85.0,89.76,89.847,-0.1036 (99.8964),11 3,2024/09/27 10:29:01,
6,57,1138135425,(주)뉴넷팝,이경택,분석,74064049,85.0,89.761,89.847,-0.1032 (99.8968),5 9,2024/09/30 09:19:31,
7,58,1068682075,주식회사 세이프원,이명근,분석,74064100,85.0,89.761,89.847,-0.1031 (99.8969),12 1,2024/09/26 12:48:00,
8,59,2068613975,세인에스앤씨(주),손은숙,분석,74065250,85.0,89.762,89.849,-0.1015 (99.8985),13 2,2024/09/30 08:06:52,
9,60,1178161473,광일이엔씨 주식회사,김현실,분석,74066585,85.0,89.764,89.85,-0.0997 (99.9003),5 2,2024/10/02 09:23:42,
10,61,1048610901,이룸유비쿼터스주식회사,김승규,분석,74068220,85.0,89.766,89.852,-0.0975 (99.9025),10 9,2024/09/27 13:52:34,
11,62,4470403029,힐탑아이씨티,정강준,분석,74068957,85.0,89.767,89.853,-0.0965 (99.9035),1 6,2024/10/02 08:13:46,
12,63,7418801210,주식회사 한국에이브이산업,이재숙,분석,74069850,85.0,89.768,89.854,-0.0953 (99.9047),15 3,2024/09/27 06:47:31,
13,64,2018603701,소성정보기술 주식회사,김금남,분석,74070371,85.0,89.769,89.855,-0.0946 (99.9054),6 5,2024/09/30 08:21:30,
14,65,1018635413,주식회사 더올아이티,김정순,분석,74071930,85.0,89.77,89.857,-0.0925 (99.9075),11 3,2024/09/27 15:03:35,
15,66,2108149521,주식회사 구일일무인경비시스템,박종철,분석,74072200,85.0,89.771,89.857,-0.0922 (99.9078),15 8,2024/09/30 17:17:42,
16,67,1018642326,한우이앤에스(주),변준석,분석,74073628,85.0,89.773,89.859,-0.0902 (99.9098),5 9,2024/09/30 16:01:46,
17,68,2018190031,주식회사 태건씨앤씨,김복수,분석,74075036,85.0,89.774,89.86,-0.0883 (99.9117),9 14,2024/09/30 15:07:50,
18,69,2208673912,(주)에스제이이에프씨,오긍환,분석,74075259,85.0,89.775,89.861,-0.0880 (99.912),4 13,2024/09/30 10:10:51,
19,70,1058676906,(주)디엠씨정보,윤성인,분석,74076445,85.0,89.776,89.862,-0.0864 (99.9136),3 6,2024/09/27 14:41:04,
20,71,4028141375,주식회사 이레유비크,박임철,분석,74077068,85.0,89.777,89.863,-0.0856 (99.9144),5 9,2024/09/30 09:12:59,
21,72,1138157550,뉴코리아전자통신 주식회사,조영순,분석,74078595,85.0,89.779,89.865,-0.0835 (99.9165),1 12,2024/09/30 17:40:33,
22,73,1028135124,현대에이치디에스(주),이철규,분석,74078817,85.0,89.779,89.865,-0.0832 (99.9168),7 3,2024/09/27 09:04:27,
23,74,1078805018,주식회사 지엔아이테크,박우정,분석,74079440,85.0,89.78,89.866,-0.0824 (99.9176),5 11,2024/09/27 09:05:52,
24,75,1198655462,지티에스솔루션즈 주식회사,김민수,분석,74080078,85.0,89.781,89.867,-0.0815 (99.9185),3 10,2024/09/30 10:20:13,
25,76,8038600460,주식회사 파르이앤씨,김종훈,분석,74080945,85.0,89.782,89.868,-0.0804 (99.9196),15 10,2024/10/02 08:24:05,
26,77,1058682164,(주)울트라텔레콤,김성철,분석,74081481,85.0,89.782,89.868,-0.0797 (99.9203),6 12,2024/09/26 09:10:53,
27,78,2018182230,주식회사 본네트시큐,최수기,분석,74082335,85.0,89.783,89.869,-0.0785 (99.9215),10 1,2024/09/26 09:08:59,
28,79,1138175034,(주)윈플러스정보기술,정재원,분석,74082536,85.0,89.784,89.869,-0.0782 (99.9218),10 5,2024/10/02 09:11:08,
29,80,2208895263,주식회사 필립이엔씨,임혜란,분석,74083711,85.0,89.785,89.871,-0.0766 (99.9234),15 4,2024/09/27 16:15:30,
30,81,2208127086,디케이엠텍 주식회사,차영문,분석,74083795,85.0,89.785,89.871,-0.0765 (99.9235),14 7,2024/09/30 09:04:31,
31,82,1138156089,코아아이앤씨(주),김현모,분석,74085046,85.0,89.787,89.873,-0.0748 (99.9252),10 6,2024/09/30 08:42:53,
32,83,1138629419,(주)에스이든,하태정,분석,74086000,85.0,89.788,89.874,-0.0736 (99.9264),7 4,2024/09/30 09:55:49,
33,84,1238164140,주식회사 테크빌,황성기,분석,74086254,85.0,89.788,89.874,-0.0732 (99.9268),6 3,2024/09/25 16:58:57,
34,85,1068631595,솔라윈시스템(주),허성미,분석,74086751,85.0,89.789,89.875,-0.0725 (99.9275),6 4,2024/09/30 10:10:28,
35,86,1018144159,주식회사 넥선,박민호,분석,74087500,85.0,89.79,89.876,-0.0715 (99.9285),5 10,2024/09/27 11:43:18,
36,87,2208602950,(주)세연텔레콤,홍성일,분석,74088600,85.0,89.791,89.877,-0.0701 (99.9299),11 13,2024/09/24 17:29:45,
37,88,2148711728,에이에이씨케이(주),주수양,분석,74089830,85.0,89.793,89.878,-0.0684 (99.9316),15 8,2024/09/30 11:57:18,
38,89,1198137042,(주)진명연합전설,엄재준,분석,74090457,85.0,89.794,89.879,-0.0675 (99.9325),9 2,2024/10/02 09:24:41,
39,90,6618702691,(주)대창일렉스,송효양,분석,74091125,85.0,89.794,89.88,-0.0666 (99.9334),2 12,2024/10/02 08:20:18,
40,91,1198611222,(주)제이에이티,이세창,분석,74091250,85.0,89.795,89.88,-0.0665 (99.9335),3 14,2024/09/27 17:04:15,
41,92,1198639540,주식회사 새누,황선오,분석,74091350,85.0,89.795,89.88,-0.0663 (99.9337),10 11,2024/09/26 10:46:08,
42,93,1078763383,주식회사 아이티블럭,배경원,분석,74091495,85.0,89.795,89.88,-0.0661 (99.9339),11 10,2024/09/26 15:20:20,
43,94,2098133747,(주)한국에스알테크,이재호,분석,74092978,85.0,89.797,89.882,-0.0641 (99.9359),5 15,2024/10/02 09:18:13,
44,95,1078161011,(주)장수커뮤니케이션즈,김현수,분석,74099050,85.0,89.804,89.89,-0.0560 (99.944),15 6,2024/09/26 12:31:01,
45,96,1018139321,(주)세웅정보통신,장우진,분석,74100095,85.0,89.806,89.891,-0.0545 (99.9455),1 11,2024/09/30 09:24:28,
46,97,1768801833,창희파워 주식회사,임창우,분석,74101570,85.0,89.807,89.893,-0.0526 (99.9474),13 4,2024/09/30 15:42:56,
47,98,1128701225,주식회사 블루인텔리전스,조축호,분석,74103210,85.0,89.809,89.895,-0.0503 (99.9497),8 14,2024/09/27 10:25:41,
48,99,1858801633,삼보종합이앤씨주식회사,공갑배,분석,74104916,85.0,89.812,89.897,-0.0480 (99.952),5 15,2024/09/30 09:31:31,
49,100,2048635411,주식회사 화산에스티아이,이명재,분석,74105138,85.0,89.812,89.897,-0.0477 (99.9523),9 13,2024/09/30 09:57:23,
0,101,2068606585,(주)상지일렉스,정원상,분석,74105840,85.0,89.813,89.898,-0.0468 (99.9532),7 9,2024/09/30 19:06:07,
1,102,1048603486,우영메카(주),김규승,분석,74105953,85.0,89.813,89.898,-0.0466 (99.9534),6 15,2024/09/30 09:38:29,
2,103,2708702044,(주)넷원시스템,김두한,분석,74106796,85.0,89.814,89.899,-0.0455 (99.9545),4 7,2024/10/02 00:41:22,
3,104,2148693043,(주)창대전기통신,송병택,분석,74107809,85.0,89.815,89.9,-0.0441 (99.9559),4 11,2024/10/02 08:33:43,
4,105,2208886221,주식회사 지엔아이티,윤상병,분석,74108350,85.0,89.816,89.901,-0.0434 (99.9566),4 10,2024/09/25 10:36:52,
5,106,1088167041,(주)가디엘,최혜심,분석,74110180,85.0,89.818,89.903,-0.0409 (99.9591),15 13,2024/09/30 17:19:04,
6,107,2298125412,스크린정보통신(주),조승제,분석,74111365,85.0,89.82,89.904,-0.0393 (99.9607),12 13,2024/09/27 09:06:05,
7,108,2118713620,(주) 필라테크,박동현,분석,74112166,85.0,89.821,89.905,-0.0383 (99.9617),2 4,2024/09/27 10:45:51,
8,109,1058130768,세원전설 주식회사,최영래,분석,74112255,85.0,89.821,89.906,-0.0381 (99.9619),7 8,2024/09/30 16:38:49,
9,110,1068146133,(주)케이씨이,조정휘,분석,74113367,85.0,89.822,89.907,-0.0366 (99.9634),6 4,2024/09/27 10:41:46,
10,111,3218602097,(주)태연정보,김영태,분석,74115000,85.0,89.824,89.909,-0.0344 (99.9656),15 4,2024/09/30 10:16:00,
11,112,2078148017,(주)명신시스템,노근식,분석,74115784,85.0,89.825,89.91,-0.0334 (99.9666),2 8,2024/09/30 15:25:10,
12,113,2108118504,보성전기산업(주),강명구,분석,74115900,85.0,89.825,89.91,-0.0332 (99.9668),2 7,2024/09/24 09:45:45,
13,114,1068147942,태양이엠씨(주),선오규,분석,74116250,85.0,89.826,89.91,-0.0328 (99.9672),7 14,2024/09/26 15:38:23,
14,115,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,74117210,85.0,89.827,89.912,-0.0315 (99.9685),10 1,2024/09/27 16:09:07,
15,116,3958800527,주식회사 에스에이치아이티,정태순,분석,74120901,85.0,89.832,89.916,-0.0265 (99.9735),4 10,2024/10/02 08:27:53,
16,117,2068650742,한선씨앤씨 주식회사,장홍식,분석,74122316,85.0,89.833,89.918,-0.0246 (99.9754),4 14,2024/09/25 10:01:40,
17,118,1138683636,주식회사 온택,허윤훈,분석,74126700,85.0,89.839,89.923,-0.0187 (99.9813),11 5,2024/09/25 10:30:53,
18,119,4908801461,주식회사 긱스퍼,이정아,분석,74128195,85.0,89.841,89.925,-0.0166 (99.9834),4 9,2024/09/27 10:13:34,
19,120,2041077930,라인월드정보,박선양,분석,74128279,85.0,89.841,89.925,-0.0165 (99.9835),1 3,2024/09/26 11:39:17,
20,121,1018651785,주식회사 청심아이티,김재균,분석,74128860,85.0,89.841,89.926,-0.0158 (99.9842),7 14,2024/09/30 09:10:09,
21,122,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,74129725,85.0,89.843,89.927,-0.0146 (99.9854),14 5,2024/09/30 12:49:44,
22,123,1128118909,(주)한일종합산업,박응석,분석,74131530,85.0,89.845,89.929,-0.0122 (99.9878),3 12,2024/09/27 09:51:42,
23,124,2098211809,사단법인 해오름장애인협회,노영주,분석,74131872,85.0,89.845,89.929,-0.0117 (99.9883),5 14,2024/10/02 07:49:10,
24,125,1058628520,유테크(주),최윤영,분석,74132051,85.0,89.845,89.93,-0.0114 (99.9886),8 12,2024/09/27 09:22:24,
25,126,2118774990,(주)제이에프텍,김중규,분석,74134275,85.0,89.848,89.932,-0.0084 (99.9916),2 12,2024/09/30 15:57:14,
26,127,1120180788,대성미디어,김상봉,분석,74136054,85.0,89.85,89.934,-0.0060 (99.994),1 10,2024/09/27 07:38:08,
27,128,1208782160,에스엔에스이서비스주식회사,정경식,분석,74138055,85.0,89.853,89.937,-0.0033 (99.9967),15 10,2024/09/30 11:05:20,
28,129,2068663169,(주)지엠케이정보통신,최경숙,분석,74138730,85.0,89.854,89.938,-0.0024 (99.9976),11 14,2024/09/30 09:01:28,
29,130,1098153915,하비넷정보통신(주),이종훈,분석,74138966,85.0,89.854,89.938,-0.0021 (99.9979),11 10,2024/09/27 07:53:01,
30,131,1048159651,(주)성우음향정보통신,송민자,분석,74139019,85.0,89.854,89.938,-0.0020 (99.998),1 10,2024/10/02 08:44:32,
31,132,3188601020,주식회사 프레이,조성준,분석,74139420,85.0,89.855,89.939,-0.0015 (99.9985),8 10,2024/09/27 09:23:41,
32,133,1058746506,(주)파워일렉,박웅,분석,74139530,85.0,89.855,89.939,-0.0014 (99.9986),15 9,2024/09/30 09:36:12,
33,134,4048800118,주식회사 앙츠,박창진,분석,74140724,85.0,89.856,89.94,0.0003 (100.0003),10 2,2024/09/30 18:55:44,
34,135,1058606899,이화티티씨(주),이선정,분석,74141005,85.0,89.857,89.94,0.0006 (100.0006),15 2,2024/09/26 16:24:48,
35,136,2138641595,주식회사 브랜드텍,김은수,분석,74141095,85.0,89.857,89.941,0.0008 (100.0008),9 4,2024/09/27 11:55:42,
36,137,1078651497,모바일파킹 유한회사,김중근,분석,74141318,85.0,89.857,89.941,0.0011 (100.0011),4 9,2024/09/27 11:48:17,
37,138,1068651233,(주)나사씨엔에스,신희태,분석,74141515,85.0,89.857,89.941,0.0013 (100.0013),3 13,2024/10/01 14:07:30,
38,139,5028131745,(주)에즈웰플러스,이기호,분석,74144283,85.0,89.861,89.944,0.0051 (100.0051),11 15,2024/09/30 08:51:39,
39,140,2098119463,(주)두레정보통신,김시영,분석,74145470,85.0,89.862,89.946,0.0067 (100.0067),2 9,2024/09/30 16:09:48,
40,141,1098626994,주식회사 에이치엔엠,조요환,분석,74145692,85.0,89.862,89.946,0.0070 (100.007),8 13,2024/09/26 14:00:35,
41,142,1088196885,주식회사글로벌정보통신,양진이,분석,74146140,85.0,89.863,89.947,0.0076 (100.0076),1 13,2024/09/27 11:29:23,
42,143,2037666794,금성텔레콤,정용상,분석,74147694,85.0,89.865,89.949,0.0097 (100.0097),2 6,2024/09/30 09:07:01,
43,144,2208100563,경창계전 주식회사,이성욱,분석,74148690,85.0,89.866,89.95,0.0110 (100.011),9 12,2024/09/25 12:51:12,
44,145,2068125141,주식회사 스테이지넷,임영규,분석,74148893,85.0,89.866,89.95,0.0113 (100.0113),10 2,2024/09/26 16:54:44,
45,146,7218601565,주식회사 라인전기,이호동,분석,74149474,85.0,89.867,89.951,0.0121 (100.0121),4 3,2024/10/02 08:23:33,
46,147,1148661445,주식회사 아이티콘,이준형,분석,74151000,85.0,89.869,89.953,0.0141 (100.0141),7 15,2024/09/30 09:39:02,
47,148,1068127039,진명이엔씨(주),박창호,분석,74151330,85.0,89.87,89.953,0.0146 (100.0146),2 8,2024/09/27 11:04:37,
48,149,2068685955,주식회사 스마트웍스,정훈,분석,74151475,85.0,89.87,89.953,0.0148 (100.0148),14 11,2024/09/29 20:31:24,
49,150,2148620797,(주)세인씨앤씨,조정화,분석,74151994,85.0,89.87,89.954,0.0155 (100.0155),2 10,2024/09/27 08:54:05,
0,151,2118899396,주식회사 피에스콤,최정환,분석,74156332,85.0,89.876,89.959,0.0213 (100.0213),4 11,2024/09/30 17:35:54,
1,152,2148758567,주식회사 한빛에스아이,황명구,분석,74156343,85.0,89.876,89.959,0.0213 (100.0213),8 12,2024/09/27 16:01:42,
2,153,1198682431,(주)대경시스텍,반기수,분석,74158070,85.0,89.878,89.961,0.0236 (100.0236),8 1,2024/09/25 10:51:25,
3,154,2208680918,(주)엠디엠알,이재원,분석,74158730,85.0,89.879,89.962,0.0245 (100.0245),5 3,2024/09/26 09:17:25,
4,155,1138137229,두복산전(주),이영두,분석,74160970,85.0,89.882,89.965,0.0276 (100.0276),7 11,2024/09/30 09:22:09,
5,156,2148626637,(주)아이엔지시스템,김정화,분석,74161750,85.0,89.883,89.966,0.0286 (100.0286),2 7,2024/09/30 11:41:23,
6,157,2198116973,건아정보기술 주식회사,심광호,분석,74162425,85.0,89.883,89.966,0.0295 (100.0295),14 13,2024/09/27 17:31:30,
7,158,2138180142,서울아이디시스템(주),김동수,분석,74164230,85.0,89.886,89.969,0.0320 (100.032),14 4,2024/09/26 13:04:55,
8,159,1108139892,(주)이화텔레콤,윤영배,분석,74166070,85.0,89.888,89.971,0.0344 (100.0344),15 8,2024/09/27 10:21:05,
9,160,2018179526,중앙케이블네트워크(주),노상우,분석,74166748,85.0,89.889,89.972,0.0354 (100.0354),1 4,2024/09/26 15:47:40,
10,161,7968600745,마스트아이엔씨 주식회사,전병호,분석,74168133,85.0,89.89,89.973,0.0372 (100.0372),10 7,2024/09/30 18:26:13,
11,162,2208869047,양지전기 주식회사,박승연,분석,74168230,85.0,89.891,89.973,0.0373 (100.0373),15 12,2024/09/27 08:19:18,
12,163,2068165615,(주)아이커머,조상현,분석,74171122,85.0,89.894,89.977,0.0413 (100.0413),12 2,2024/09/30 10:20:40,
13,164,1191396324,우리통신,윤순옥,분석,74171515,85.0,89.895,89.977,0.0418 (100.0418),9 12,2024/09/27 08:38:48,
14,165,1178168836,(주)유한이엔씨,신정식,분석,74172012,85.0,89.895,89.978,0.0425 (100.0425),4 1,2024/09/30 14:51:49,
15,166,1208802896,주식회사 라임에스엔씨,김종훈,분석,74172020,85.0,89.895,89.978,0.0425 (100.0425),11 10,2024/09/26 18:02:32,
16,167,1138670451,주식회사 코스모티어,김명동,분석,74172545,85.0,89.896,89.979,0.0432 (100.0432),9 13,2024/10/02 09:51:08,
17,168,2188103742,피에스텍(주),황재용,분석,74173721,85.0,89.897,89.98,0.0448 (100.0448),15 10,2024/09/25 14:33:32,
18,169,1208753234,디스플레이허브 주식회사,김동협,분석,74174190,85.0,89.898,89.981,0.0454 (100.0454),9 1,2024/10/01 21:44:14,
19,170,7188100420,주식회사 오투정보통신,양성윤,분석,74175500,85.0,89.9,89.982,0.0472 (100.0472),2 13,2024/09/30 12:08:41,
20,171,1198605337,(주)신한이엔아이,유순자,분석,74175800,85.0,89.9,89.983,0.0476 (100.0476),4 5,2024/09/30 05:32:06,
21,172,1138635212,(주)아이제이일렉트론,김도형,분석,74177400,85.0,89.902,89.985,0.0497 (100.0497),11 4,2024/09/30 15:05:42,
22,173,1018663767,비케이전기통신 주식회사,유봉근,분석,74177499,85.0,89.902,89.985,0.0499 (100.0499),15 2,2024/10/02 09:15:49,
23,174,1058747280,주식회사 하이디,문이수,분석,74179430,85.0,89.905,89.987,0.0525 (100.0525),6 2,2024/09/27 07:53:45,
24,175,2048159043,이앤씨텔레콤(주),김진갑,분석,74180791,85.0,89.906,89.989,0.0543 (100.0543),12 14,2024/09/30 09:54:30,
25,176,1068711354,에이비씨네트워크 주식회사,안종현,분석,74181799,85.0,89.908,89.99,0.0557 (100.0557),3 11,2024/09/30 13:23:24,
26,177,2188102928,한광전기공업 주식회사,유기현,분석,74182681,85.0,89.909,89.991,0.0568 (100.0568),7 12,2024/09/24 09:49:25,
27,178,1068606683,로버무트 주식회사,송태하,분석,74183033,85.0,89.909,89.991,0.0573 (100.0573),8 7,2024/09/27 11:03:58,
28,179,2208719934,주식회사 지제이전기통신,김진수,분석,74183467,85.0,89.91,89.992,0.0579 (100.0579),11 5,2024/10/02 09:22:09,
29,180,1068167098,코스믹전기통신 주식회사,이규선,분석,74184690,85.0,89.911,89.993,0.0596 (100.0596),6 13,2024/09/26 16:37:57,
30,181,2048651425,주식회사 메이사운드,심문섭,분석,74187500,85.0,89.915,89.997,0.0633 (100.0633),3 6,2024/10/02 09:21:13,
31,182,1358178502,주식회사 디알네트웍스,이기영,분석,74187545,85.0,89.915,89.997,0.0634 (100.0634),8 2,2024/09/30 09:29:06,
32,183,1138629762,주식회사 이너인포,이정균,분석,74187912,85.0,89.915,89.997,0.0639 (100.0639),1 15,2024/09/27 13:38:43,
33,184,2048162437,다남전기(주),이병근,분석,74188440,85.0,89.916,89.998,0.0646 (100.0646),11 14,2024/09/27 18:17:09,
34,185,1108185057,(주)제이에스넷시스템,이상철,분석,74190800,85.0,89.919,90.001,0.0678 (100.0678),2 12,2024/09/27 08:38:29,
35,186,1148199927,주식회사 인텔리빅스,최은수,분석,74190920,85.0,89.919,90.001,0.0680 (100.068),5 11,2024/09/30 10:06:05,
36,187,1208609672,(주)디에스티인터내셔날,김형태,분석,74193015,85.0,89.922,90.004,0.0708 (100.0708),11 10,2024/09/27 09:07:24,
37,188,1208711248,(주)리얼아이씨티,변성암,분석,74194260,85.0,89.923,90.005,0.0725 (100.0725),1 8,2024/10/02 09:08:52,
